,verdict,text,part
29,SH-23-03-65214,"ב""כ הנאשם ביקש לבטל את הרשעת הנאשם ולביסוס בקשתו הגיש מסמכים המלמדים לטעמו על פגיעה קונקרטית בעיסוקו של הנאשם (במ/1) וכן מכתבי המלצה, תעודות הוקרה והצטיינות (במ/2).",טיעוני הצדדים
30,SH-23-03-65214,עוד הפנה לכללי רשות שדות התעופה שלטענתו מלמדות על פגיעה בפרנסתו היחידה של הנאשם למשך 7 שנים לפחות.,טיעוני הצדדים
31,SH-23-03-65214,"כמו כן, הגיש פסיקה התומכת בבקשתו לביטול הרשעת הנאשם ועתר למתחם ענישה שמתחיל מאי הרשעה, של""צ והתחייבות להימנע מביצוע עבירה.",טיעוני הצדדים
32,SH-23-03-65214,"עוד ציין כי הנאשם אף יסכים לביצוע של""צ מעבר לשעות שהוצעו על ידי שירות המבחן.",טיעוני הצדדים
33,SH-23-03-65214,"הנאשם בדבריו האחרונים, ביקש סליחה ותיאר כי מדובר באירוע טראומתי עבורו, חד פעמי שלא יחזור בעתיד.",טיעוני הצדדים
34,SH-23-03-65214,"הדגיש כי כיום לא נמצא בקשר עם מעגל החברים איתם היה בקשר אז וביקש לבטל את הרשעתו בכדי לאפשר לו לחזור לעבודה, שעבורו היא כל חייו.",טיעוני הצדדים
35,SH-23-03-65214,"קביעת עונשו של הנאשם, יהיה לאור עיקרון הבכורה והוא עקרון ההלימה, זאת תוך מתן יחס הולם בין חומרת העבירה המיוחסת לנאשם בנסיבותיה, מידת אשמו של הנאשם ובין סוג ומידת העונש אשר יוטל עליו ובחינת הערכים החברתיים שנפגעו ומידת הפגיעה בהם, מדיניות הענישה הנהוגה בבתי המשפט והנסיבות הקשורות בביצוע העבירה (תיקון 113 לחוק), אך קודם לכן יש לבחון את סוגיית אי ההרשעה בעניינו של הנאשם, שכן לו תתקבל עתירתו אזי אין צורך לילך בדרך שהותוותה בתיקון.",דיון והכרעה
36,SH-23-03-65214,"לעניין התנאי הראשון (סוג העבירה ונסיבות המקרה), מדובר בעבירת החזקת סמים שלא לצריכה עצמית, מגוונים ומחולקים, סמים מסוג קטמין, MDMA, קוקאין ו-GBL והכול כפי שמפורט בכתב האישום.",סוגיית ההרשעה בדין:
37,SH-23-03-65214,"הנאשם רכש את הסמים עבור חבריו לצורך מסיבה בביתו לקראת שבוע הגאווה ולא לצרכי סחר וקבלת תמורה עבור הסמים, זאת תוך רצון להתחבב על סובביו ועל רקע קשיים רגשיים.",סוגיית ההרשעה בדין:
38,SH-23-03-65214,"יחד עם זאת, עבירה זו פוגעת בערכים המוגנים של בריאות ושלמות הציבור כאשר שימוש בסמים אלו עלול להיות לעתים אף קטלני.",סוגיית ההרשעה בדין:
39,SH-23-03-65214,עיינתי בפסיקה שהגישה ההגנה:,סוגיית ההרשעה בדין:
40,SH-23-03-65214,"תפ""'ק 6666-09-19  מדינת ישראל נ' לבדב (17.11.2020), שם נמנע בית המשפט מהרשעת נאשם שהחזיק שלא לצריכתו העצמית 14 טבליות של סם MDMA במשקל של 5.017 גרם נטו וכן 4.82 גרם של חשיש.",סוגיית ההרשעה בדין:
41,SH-23-03-65214,"בית המשפט ביטל את הרשעת הנאשם לנוכח העדר עבר פלילי, לקיחת אחריות, נזק קונקרטי לאור עבודתו בחברת חשמל.",סוגיית ההרשעה בדין:
42,SH-23-03-65214,"57657-03-23  מדינת ישראל נ' בן משה (12.5.2024), הנאשם הורשע בעבירות של גידול סם מסוכן, החזקת סם שלא לצריכה עצמית ולצריכה עצמית, הנאשם החזיק בביתו וגידל קנביס במשקל של 2 ק""ג וכן 500 גרם קנביס בקופסאות שקופות, 19.72 גרם קנביס במתקן תלוי בכניסה וכן כלים להכנסת סם.",סוגיית ההרשעה בדין:
43,SH-23-03-65214,"בית משפט השלום עמד על נסיבותיו האישיות של הנאשם, נעדר עבר פלילי חשמלאי במקצועו, עקב נכותו צרך קנביס רפואי אך הכמויות לא הספיקו לו ולכן בחר לגדל בביתו את הסמים, הנאשם הפסיק צריכת סם ועבר שיקום ובהינתן אף המלצת שירות המבחן, ביטל בית המשפט את הרשעת הנאשם.",סוגיית ההרשעה בדין:
44,SH-23-03-65214,"ערעור שהוגש על קולת העונש, התקבל, הנאשם הורשע והוטלו על הנאשם 9 חודשי מאסר בדרך של עבודות שירות.",סוגיית ההרשעה בדין:
45,SH-23-03-65214,"באשר לתנאי השני (פגיעה חמורה בשיקומו של הנאשם), עיינתי במסמכים שהגיש הסנגור (במ/1-במ/2), ובתסקיר שירות המבחן, מהם עולה כי לאחר שחרורו מצה""ל הנאשם למד באופן מקצועי את תחום התעופה, תיירות ומלונאות ומאז מועסק כ-13 שנים כשכיר בחברת התעופה 'ישראייר' בתפקיד אחראי שירות לנוסע.",סוגיית ההרשעה בדין:
46,SH-23-03-65214,"מעיון במכתבי ההמלצה (הרבים מאוד), עולה כי הנאשם הינו עובד מסור וחרוץ שקיבל המלצות ובונוסים עבור עבודתו, הן ממנהליו והן מהלקוחות של חברת התעופה.",סוגיית ההרשעה בדין:
47,SH-23-03-65214,שירות המבחן תיאר נזק קונקרטי ואף התרשם כי העבודה בחייו של הנאשם מהווה רכיב משמעותי מזהותו וחלקיו המתפקדים וכך גם עולה מעיון בכללי רשות שדות התעופה.,סוגיית ההרשעה בדין:
48,SH-23-03-65214,"עניין הנזק הקונקרטי עולה באופן ברור מן העובדה שהנאשם מחזיק ברישיון כניסה לשטחים מוגבלים על פי הכללים- כך שעל פי סעיף 11 לכללי רשות שדות התעופה, אשר קובע כי לא יינתן רישיון אלא אם ניתן אישור ממשטרת ישראל על העדר הרשעות במרשם הפלילי.",סוגיית ההרשעה בדין:
49,SH-23-03-65214,"עוד נקבע כי בהתאם לשיקול דעת של מנהל שדה התעופה, ניתן להעניק רישיון כאמור, לאחר שחלפו 7 שנים בעבירת פשע.",סוגיית ההרשעה בדין:
50,SH-23-03-65214,"מכל האמור לעיל, עולה כי מיד עם הרשעתו המשמעות המידית הברורה היא פיטוריו מהעבודה שהינה הבסיס לחיי השגרה שמנהל ולחברה אין כל שיקול דעת בנושא זה.",סוגיית ההרשעה בדין:
51,SH-23-03-65214,"בנוסף, הנאשם לא יוכל לקבל רישיון כאמור למשך 7 שנים לכל הפחות.",סוגיית ההרשעה בדין:
52,SH-23-03-65214,ובכך בעצם עלה בידיו ובידי ההגנה להוכיח כי מתקיים התנאי השני שהתווה 'הלכת כתב' בעוצמה גבוהה.,סוגיית ההרשעה בדין:
53,SH-23-03-65214,"לכך יש להוסיף את נסיבותיו האישיות של הנאשם, שהינו בן 45, אשר הודה בהזדמנות הראשונה בכתב אישום מתוקן, שיתף פעולה כבר מהרגע הראשון בחקירתו בתחנת המשטרה והבין את הפסול במעשיו.",סוגיית ההרשעה בדין:
54,SH-23-03-65214,מאז חלפו כשנתיים ממועד ביצוע העבירות.,סוגיית ההרשעה בדין:
55,SH-23-03-65214,"עוד עולה מתסקיר שירות המבחן כי מדובר באדם נורמטיבי, ללא עבר פלילי, שירת שירות מילואים פעיל עד גיל 37, נעדר דפוסים עבריינים ושההליך הפלילי היווה גורם מרתיע ומטלטל עבורו.",סוגיית ההרשעה בדין:
56,SH-23-03-65214,"בנוסף אף שמעתי מהנאשם באופן בלתי אמצעי, את מידת החרטה והבנת הפסול שבמעשיו, את חשיבות העבודה בחייו, ככזו שמהווה את מרכז הוויתו והיא משקפת את ערכיו בכלל וערכו בפני עצמו בפרט.",סוגיית ההרשעה בדין:
57,SH-23-03-65214,"נוכח כל האמור לעיל, מבטלת את הרשעת הנאשם ומטילה עליו את רכיבי הענישה כדלקמן:",סוגיית ההרשעה בדין:
58,SH-23-03-65214,"הנאשם יבצע שעות לתועלת הציבור בהיקף של 300 שעות ב""מרכז דרור"" בהתאם לתכנית שגובשה על ידי שירות המבחן.",סוגיית ההרשעה בדין:
59,SH-23-03-65214,הצו יבוצע בתוך 18 חודשים.,סוגיית ההרשעה בדין:
60,SH-23-03-65214,ככל ששירות המבחן יצטרך להאריך את הצו- תוגש בקשה מתאימה.,סוגיית ההרשעה בדין:
61,SH-23-03-65214,צו מבחן למשך 18 חודשים.,סוגיית ההרשעה בדין:
62,SH-23-03-65214,"התחייבות כספית בסך 5,000 ₪ להימנע במשך שנתיים מהיום מביצוע עבירה בה הורשע.",סוגיית ההרשעה בדין:
63,SH-23-03-65214,רשמתי לפניי הצהרת הנאשם לפיה הבין את ההתחייבות חלף חתימה.,סוגיית ההרשעה בדין:
64,SH-23-03-65214,"בית המשפט מבהיר לנאשם כי עליו לעמוד בתנאי הצווים שניתנו, ככל אשר יידרש על-ידי שירות המבחן ובמידה ולא יעשה כך, ניתן יהיה להפקיע את הצווים ולהטיל עליו ענישה חלופית.",סוגיית ההרשעה בדין:
65,SH-23-03-65214,ניתן צו כללי למוצגים לפי שיקול דעת קצין המשטרה.,סוגיית ההרשעה בדין:
66,SH-23-03-65214,"המוצגים יחולטו/יושמדו/יושבו לבעליהם עפ""י החלטת קצין משטרה.",סוגיית ההרשעה בדין:
67,SH-23-03-65214,"זכות ערעור לביהמ""ש המחוזי בתוך 45 ימים מהיום.",סוגיית ההרשעה בדין:
68,SH-23-03-65214,המזכירות תעביר העתק לשירות המבחן.,סוגיית ההרשעה בדין:
69,SH-23-03-65214,"ניתנה והודעה היום י""ט אלול תשפ""ד, 22/09/2024 במעמד הנוכחים.",סוגיית ההרשעה בדין:
70,SH-23-03-65214,נבקש עיכוב ביצוע לצורך שקילת הגשת ערעור.,"ב""כ המאשימה:"
71,SH-23-03-65214,נבקש לקצוב את פרק הזמן.,"ב""כ הנאשם:"
72,SH-23-03-65214,"ההחלטה תעוכב ב-45 ימים לצורך שקילת המשך צעדיה של המאשימה, ככל ותחליט לעשות כך.",החלטה
73,SH-23-03-65214,"כמובן שאם תגיע למסקנה קודם לכן, תודיע לבית המשפט.",החלטה
74,SH-23-03-65214,"54678313ניתנה והודעה היום י""ט אלול תשפ""ד, 22/09/2024 במעמד הנוכחים.",החלטה
75,SH-23-03-65214,הוקלד על ידי אמיר אלופר,"ענת יהב, שופטת"
