text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"בשל התרשמות ממצוקה רגשית, הנאשם הופנה לבדיקה והחל בטיפול תרופתי נוגד דיכאון וחרדה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בתום הטיפול הקבוצתי, שולב הנאשם בסדנת ""חוק ומשפט"" ולהערכת שירות המבחן בתקופת צו פיקוח המעצר החלה הפחתה ברמת הסיכון במצבו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"שירות המבחן ציין כי ביחסו לעבירה, הנאשם נטל אחריות והביע חרטה עמוקה על מעורבותו בעבירה.",,,,,,,,,,,['כן'],['כן'],,
"מנגד הביא שירות המבחן את דברי הנאשם אשר תאר כי טס לברלין בתאום עם יאיר קוצר, אשר היה לקוח במסעדה שאותה ניהל הנאשם, לשם ייבוא בגדים בתמורה לשכר, וכי לא ידע על קיומם של הסמים במזוודה עד למעצרו.",,,,,,,,,,,,,,
הנאשם הסביר את בחירתו להיענות להצעה לייבוא בגדים בקשיים כלכליים עמם התמודד.,,,,,,,,,,,,,,
"הנאשם שולב בשיחות פרטניות, הגיע למפגשים עמו ושיתף פעולה כנדרש.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
שיתף בפתיחות וביטא רצון כן להשתקם.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"ניכר שהנאשם מצליח להיעזר בטיפול לצורך וויסות רגשותיו, נוכח התמודדותו עם מתחים ולחצים סביב ההליך המשפטי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
בנוסף הנאשם הצליח לערוך בחינה ביקורתית של דפוסיו המכשילים אשר עמדו בבסיס ביצוע העבירה.,,,,,,,,,,,,,,
נמסר שהנאשם צפוי להשתלב בטיפול קבוצתי לעוברי חוק.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
במהלך התקופה הנאשם ביצע בדיקות שתן שהיו נקיות מסמים.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"שירות המבחן התרשם מהנאשם כבעל אישיות ילדותית ובלתי בשלה, המתקשה לנהל את חייו באחריות ונוטה לפתרונות אימפולסיביים במצבי דחק.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"על רקע זה מוסבר ביצוע העבירה, שבוצעה בתקופה בה התמודד הנאשם עם לחצים כלכליים הנמשכים עד היום.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"לאורך השנים ערך הנאשם מאמץ להצגת מצג שווא של אדם עצמאי ונעדר קשיים תפקודיים, כשהוא מתקשה להיעזר בסביבתו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"כגורמי סיכוי לשיקום מנה שירות המבחן את היותו נעדר הרשעות קודמות, תפקוד תעסוקתי יציב, האחריות שגילה לאורך הקשר עם שירות המבחן והמוטיבציה שביטא לעריכת שינוי באורח חייו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['לא'],,
"שירות המבחן התרשם שהנאשם מחויב להמשך הקשר עמם, ונחוש לערוך שינוי בדפוסיו המכשילים ולרכוש כלים להתמודדות מקדמת עם קשייו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לאור התרשמותם זו וההערכה שהמשך הליך השיקום נדרש לשם הפחתת הסיכון במצבו, המליץ שירות המבחן להטיל על הנאשם צו מבחן למשך שנה, במהלכו ימשיך בשיחות פרטניות וישולב בקבוצה וכן ימשך המעקב אחר שילובו בטיפול במסגרת בריאות הנפש.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מזכר של משטרת ישראל מיום 28.3.18 (נ/1) -  המתאר שיחה שהתקיימה עם הנאשם בעניין שיתוף פעולה אפשרי מצדו, כשהוא ביטא חשש מפניו של האדם ששלח אותו לביצוע העבירה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : כן', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,,,
"מכתב מהנאשם הממוען לבית המשפט ולפרקליטות (נ/2) – במסגרתו הנאשם הציג את עצמו ואת ילדיו, הודה למשטרת ישראל על שעצרה אותו ובכך מנעה מהסמים להגיע לאנשים הצורכים סמים.",,,,,,,,,,,,,,
"עשה טעות בשוגג, לא ידע שזה מה שהוא הולך לעשות, קיבל איום על ילדיו.",,,,,,,,,,,,,,
מתנצל על מעשיו.,,,,,,,,,,,['לא'],,,
"תאר את עצמו כאדם נורמטיבי, העובד באופן מסודר, אינו צורך סמים או אלכוהול, אב ל-4 ילדים ומשלם דמי מזונות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מתאר את סבלו בבית המעצר, מבקש להשתלב בטיפול כדי שיוכל להבין מדוע המקרה החריג הזה אירע לו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מר אמיר מזרחי – חברו של הנאשם: מכיר את הנאשם מגיל ילדות, מזה כ-25 שנים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"הנאשם איש אהוב, רגיש, מחובר לילדיו, עבד ב-3 מקומות עבודה כדי להשיג את שרצה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם אינו יודע כיצד הוא קשור למקרה, אך הוא לוקח אחריות ומבין את הטעות שעשה.",,,,,,,,,,,['כן'],['כן'],,
"הנאשם עובר טיפול בשירות המבחן, והוא לוקח אחריות.",,,,,,,,,,,,['כן'],,
"זו הייתה מעידה חד פעמית עבור הנאשם, הוא מעולם לא התקרב לעולם הפשע ותמיד רצה את הדרך הנקייה, לא מחפש קיצורי דרך ותמיד היה איש חרוץ וחבר נאמן.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם הודה שהיו לו במזוודה סמים, הוא נקלע למצוקה כלכלית, יש לו 4 ילדים והוא עבד מאוד קשה.",,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הוא מקיים קשר טוב עם ילדיו, שאינם יכולים בלעדיו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם היה עמה בבית לאחר שעברה ניתוח, הוא אף פעם לא הסתבך בפלילים, זו הפעם הראשונה וכולם היו בהלם.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הוא אדם טוב, מתבייש במה שעשה.",,,,,,,,,,,['לא'],,,
"יש לו ילדים, אחד מהם החל בטיפול פסיכולוגי כשהוא נעצר, ועד היום לא חזר לעצמו.",,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם היה מודע היטב לביצוע מעשיו, בניגוד לדבריו לשירות המבחן.",,,,,,,,,,,,,,
"הנאשם שיקר לשירות המבחן וסיפר שקוצר הציע לו לייבא עבורו בגדים, וכן כי האדם שמסר לו את מזוודת הסמים היה אלמוני שאיים עליו בפגיעה בילדיו.",,,,,,,,,,,,,,
"המאשימה סבורה שמדובר בתסקיר בעייתי, שכן אין נטילת אחריות לביצוע העבירה.",,,,,,,,,,,,['לא'],,
הנאשם ממשיך בגרסה שקרית מול שירות המבחן ואינו לוקח אחריות.,,,,,,,,,,,,['לא'],,
גרסתו עומדת בניגוד לכתב האישום שבו הודה.,,,,,,,,,,,,,,
לא היו בהליך זה חיסכון בזמן שיפוטי ונטילת אחריות ואין מקום לחריגה מטעמי שיקום.,,,,,,,,,,,,['לא'],,
מנגד הנאשם נעדר עבר פלילי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לא ניתן להתעלם מהעונש שנגזר על קוצר, שהוא בעל עבר פלילי מכביד, שריצה עונשי מאסר.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"קוצר הוא עבריין שסיבך את הנאשם, כך לפי כתב האישום.",,,,,,,,,,,,,,
הנאשם היכה על חטא וקיבל אחריות.,,,,,,,,,,,['כן'],['כן'],,
"תמורת 10,000 ₪ הוא הרס את חייו.",,,,,,,,,,,,,,
הנאשם נקלע למצב כלכלי מאוד קשה ומעד מעידה קשה.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם נעדר עבר פלילי, חלפו שנתיים מאז ביצוע העבירה, הוא אב ל-4 ילדים קטנים.",,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,
במשך כל התקופה הוא תפקד באופן חיובי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"התסקירים מתארים את אישיותו של הנאשם, את המצוקה שבה היה נתון, המסוכנות שפחתה ואת היותו נקי מסמים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
התסקיר הראשון מדבר על הבעת חרטה וקבלת אחריות.,,,,,,,,,,,['לא'],['לא'],,
במשך יותר משנה הוא נמצא בטיפולים בשירות המבחן.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
הטיפול עד כה מוכיח את עצמו.,,,,,,,,,,,,,,
לשם כך ובמסגרת הקשר הנאשם טס לברלין שם קיבל לידיו מזוודה ובה מוטמנים הסמים.,,,,,,,,,,,,,,
"הנאשם אמנם מילא תפקיד של בלדר בלבד – הוא אינו המשלח ואינו סוחר הסמים שעתיד היה לקבל את הסמים ולהפיצם בישראל – אולם בתיקים מסוג זה, חלקם של הבלדרים הוא משמעותי וחיוני לביצוע העבירה.",,,,,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,
"הנזק שצפוי היה להיגרם מהעבירה הוא רב, לנוכח סוג הסם (קוקאין), כמותו (7.935 ק""ג) ושוויו הרב (למעלה מ-2.7 מיליון ₪).",,,,,,,['סוג הסמים הוא [קוקאין]'],"['[7.935 - ק""ג]']",,,,,,
"טענה זו עומדת בסתירה לכתב האישום המתוקן שבו הודה הנאשם, ואף חזר והודה בו לאחר שנושא זה בורר עמו בבית המשפט.",,,,,,,,,,,,,['לא'],
הנאשם שולב בטיפול קבוצתי לעצורי בית בשלב פיקוח המעצר וכן החל בטיפול נפשי כפי שהומלץ לו.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
בחודש דצמבר 19' שולב בטיפול פרטני בשירות המבחן.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"שירות המבחן ציין את הגעתו הסדירה למפגשים, ורצונו הכן להשתקם, תוך שמצליח להיעזר בטיפול לצורך וויסות רגשותיו וקידום מצבו כמו גם לערוך התבוננות ביקורתית ומעמיקה באשר לדפוסיו המכשילים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מעבר לכך ציין שירות המבחן את נטילת האחריות מצדו על ביצוע העבירה, וזאת בפער לדבריו בפני שירות המבחן ובהמשך לכך בבית המשפט, המבטאים חוסר נטילת אחריות ממשית והיעדר התבוננות ביקורתית על מעשיו ובחירותיו.",,,,,,,,,,,['לא'],['לא'],,
"במסגרת זו מן הראוי לתת את הדעת לכך שמדובר בנאשם כבן 42, גרוש ואב ל-4 ילדים, נעדר עבר פלילי.",,,,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"הנאשם הודה בביצוע העבירה, אף שבפני שירות המבחן ובהמשך גם בפני בית המשפט, התקשה בנטילת אחריות למעשיו בעבירה והציג עמדה מיתממת וקורבנית.",,,,,,,,,,,,['לא'],['כן'],
"הנאשם שיתף פעולה עם שירות המבחן כבר משלב פיקוח המעצר, הגיע באופן סדיר למפגשים עמו ושיתף פעולה כנדרש.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['לא'],,
"בשונה מהנאשם, קוצר הורשע בעבירה של קשירת קשר לביצוע פשע ובהחזקת סם לצריכה עצמית, ולא בייבוא הסם.",,,,,,,,,,,,,,
"במסגרת הטיעונים לעונש בעניינו של קוצר, נטען על ידי ב""כ המאשימה שהנאשם אינו עד מהימן, אינו דוגל באמירת אמת ובכלל זה במידת מעורבותו ופעילותו בתחום ייבוא הסמים.",,,,,,,,,,,,,,
"עוד יש לתת את הדעת לשיקול הרתעת היחיד בגדרו של המתחם, וזאת בשים לב לקשייו של הנאשם בנטילת אחריות לביצוע העבירה, והתרשמות שירות המבחן שהנאשם מתקשה לנהל את חייו באחריות ונוטה לפתרונות אימפולסיביים במצבי דחק.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['לא'],,
לנוכח תקופת המאסר הממושכת ומצבו הכלכלי של הנאשם סבורני שיש להימנע מהטלת קנס כספי.,,,,,,,,,,,,,,
"ארבע וחצי שנות מאסר בפועל, בניכוי ימי מעצרו מיום 28.3.18 עד 16.6.18.","['הנאשם קיבל 4.5 שנות מאסר בפועל, בניכוי ימי מעצרו מיום 28.3.18 עד 16.6.18']",[],[],,,,,,,,,,,
"12 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך 3 שנים מיום שחרורו ממאסר כל עבירת סמים מסוג פשע.",[],['12 חודשי מאסר על תנאי'],[],,,,,,,,,,,
אני מורה על חילוט הכסף שנתפס ברשות הנאשם (176.40 ₪ ו- 910 אירו) ועל חילוט הטלפונים הניידים ומחשב נייד מסוג HP כמפורט בבקשה לחילוט בכתב האישום.,[],[],[],,,,,,,,,,,
לאחר היות גזר הדין חלוט – הסמים יושמדו.,,,,,,,,,,,,,,
