,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
38,s024354,"הנאשם נישא בחודש אוגוסט 2002, ואשתו חוותה הפסקת הריון (המסמכים נ/1).",,0.007395885473876646,0.0004096423780151777,0.9992810300138965,0.0013222722900379414,2.044931108170175e-05,,,,,,,,,,,,,
39,s024354,האינטרס הציבורי ייפגע אם עד מדינה יישלח לכלא (בעמ' 5-7 לפר').,,0.9989652419875613,,,,,,,,,,,,,,,,,
40,s024354,הנאשם טען:נ הוא החזיק בנשק מפחד שיפגעו בו.,,0.0011115775514597864,0.0002696052216383855,4.9792919792900546e-08,0.9998742175239906,2.0886505869307384e-05,,1.4198191435731962e-05,0.9994942782611433,1.1833946061823786e-05,1.2986478148745011e-05,1.3109943278967822e-05,,,0.9996424371895376,0.00019674463838586636,0.9978157735357939,6.708774050746609e-05,6.708774050746609e-05
41,s024354,"הוא מתמודד גם עם עבריינים וגם עם המשטרה (בעמ' 14 לפר', שו' 11-12).",,0.017868052505241386,0.0019591682517024747,0.9919708125722121,0.001764227639164878,1.8777378670675847e-05,,,,,,,,,,,,,
42,s024354,"אשר על כן, אני גוזר על הנאשם, שניר (שמעון) מקייטן, את העונשים הבאים:",,0.9986932244055925,,,,,,,,,,,,,,,,,
43,s024354,"5 חודשי מאסר בפועל, שירוצו בעבודת שירות, וזאת אם תתקבל חוות דעת חיובית ממליצה מהממונה על עבודת שירות.",,0.006005798779550121,0.9949117420260217,3.9064288817171036e-08,0.0016989526948666186,1.877060657343002e-05,,,,,,,,,,,,,
44,s024354,"10 חודשי מאסר על תנאי, והתנאי הוא שהנאשם לא יישא את עונשו זה אלא אם עבר תוך 3 שנים מהיום עבירה לפי סעיף 144 לחוק העונשין, תשל""ז – 1977, לרבות ניסיון.",,0.001259989797153247,0.9992733502890048,3.64394314473453e-08,0.0016007829778548791,1.97467375711078e-05,,,,,,,,,,,,,
45,s024354,"4 חודשי מאסר על תנאי, והתנאי הוא שהנאשם לא יישא את עונשו זה אלא אם עבר תוך 3 שנים מהיום עבירה לפי סעיף 413 לחוק העונשין, תשל""ז – 1977, לרבות ניסיון.",,0.0014591893745766404,0.999356235823352,3.410885660064477e-08,0.0016484689564527078,1.9675137850825814e-05,,,,,,,,,,,,,
46,s024354,"קנס בסך של 2,000 ₪ או חודשיים מאסר במקום הקנס למקרה שהקנס כולו או מקצתו לא ישולם במועדו.",,0.004884545713398127,0.9997925496762662,2.257397126836725e-08,0.0014686549343895028,1.8238587890512e-05,,,,,,,,,,,,,
47,s024354,הקנס ישולם תוך 60 יום מהיום.,,0.9990757381831429,,,,,,,,,,,,,,,,,
48,s024354,"ניתן והודע במעמד ב""כ התביעה עו""ד___, ובמעמד הנאשם והסניגורית, היום, 21.11.02.",,0.9996784825428129,,,,,,,,,,,,,,,,,
49,s024354,"_____________	   							              גלעד נויטל, שופט",,0.9995253128210038,,,,,,,,,,,,,,,,,
50,s024354,מותר לפרסום מיום 21.11.02.,,0.9994035755016558,,,,,,,,,,,,,,,,,
51,s024354,נוסח זה כפוף לשינויי עריכה וניסוח,,0.999443839739322,,,,,,,,,,,,,,,,,
