text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"עוד ציינה כי בשל מעצרו של הנאשם הופחתה קצבת הנכות לה הוא זכאי, דבר שהקשה עוד יותר על מצבה הכלכלי של המשפחה ודרדר אותה לחובות.",,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"בטיעוניה לעונש ביקשה המאשימה לקבוע כי מתחם העונש ההולם, בנסיבות המקרה, נע בין 5 ל-7 שנות מאסר בפועל בציינה כי הערכים החברתיים שנפגעו מביצוע העבירה היו זכותו של אדם לשלמות גופו, שלומו ובטחונו וכן זכותו של הציבור לשלומו וביטחונו.",,,,,,,,,,,,,,,,,,,[],[],[]
"בהתייחס לנסיבות הקשורות בביצוע העבירה, הפנתה המאשימה לתכנון המוקדם של המעשה ולכך שהנאשם היה זה שהחל את רצף האירועים והסלימם כאשר דרך את הנשק וירה לעבר המתלונן, כשזה נמצא בשטח ציבורי.",,,,,,,,,,,[],,,"['ירי', 'ניסיון לירי']",,,,,,,
נאמר כי הירי עלול היה לפגוע באזרחים עוברי אורח תמימים.,,,,,,,,,,,,,,,,,,,,,
צוין כי הנאשם הוסיף חטא על פשע שעה שניסה להסתיר את כלי הנשק והתחמושת בסיועו של אחיו.,,,,,,,,,,,,,,,,,,,,,
"בנוסף, ביקשה לגזור עונשים נלווים ובכללם מאסר מותנה לתקופה משמעותית, פיצוי למתלונן וקנס.",,,,,,,,,,,,,,,,,,,,,
"בפתח טיעוניו לעונש, ציין הסנגור כי הנאשם הודה - למעשה - במרבית עובדות כתב האישום וכי ההליך המשפטי נוהל באופן ענייני ונקודתי.",,,,,['לא'],,,,,,,,,,,,,,,,
"לשיטתו, יש לזקוף לזכות הנאשם את נטילת האחריות מצדו על מרבית המעשים שיוחסו לו בכתב האישום, וליתן לו את ההקלה לה זוכה נאשם המודה במיוחס לו ונוטל אחריות על מעשיו.",,,,,['כן'],,,,,,,,,,,,,,,,
"בנוסף, יש להתחשב בכך שעל אף שהנאשם הוא שהחל את האירוע במשהו מינורי, הגיב המתלונן בעוצמה שעה שחבט בנאשם בעינו והסב לו פגיעה קשה וחמורה.",,,,,,,,,,,,,,,,,,,,,
"בסופו של דבר, הגיב הנאשם באופן שגוי משעשה שימוש באקדח אותו נשא.",,,,,,,['אקדח'],,,,,,,[],,,,,,,
"לטענת הסנגור יש לזקוף לזכותו של הנאשם את ההתעשתות משבחר לא לירות במתלונן שוב, שעה שזה עמד מולו משך 30 שניות.",,,,,,,,,,,,,,,,,,,,,
"אשר לעברו הפלילי של הנאשם, טען בא כוחו כי הרשעתו האחרונה של שולחו היא מיום 3.2.2004 בגין עבירת סמים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,,,,,,,
"מאז, כפי שציינה אשתו, לא הסתבך הנאשם בתיקים נוספים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
נאמר כי הנאשם היה מכור לסמים קשים אך מאז שנת 2007 הוא נמצא במעקב וטיפול ומקבל תחליף סם באופן קבוע ולמעשה מאז הוא מנהל אורח חיים נורמטיבי.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
הסנגור הפנה לנסיבות חייו הקשות של הנאשם ולמצב הכלכלי הקשה ממנו סובלת משפחתו.,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"ב""כ הנאשם הציג פסיקה ממנה ניתן ללמוד כי טווחי הענישה שנקבעו על ידי בית המשפט במקרים דומים נעים בין עבודות שירות עד שלוש שנות מאסר.",,,,,,,,,,,,,,,,,,,[],[],[]
"נוכח נסיבותיו של הנאשם, הודייתו במרבית עובדות כתב האישום, והשיקום שעבר, בקש סנגורו לנהוג בו במידת הרחמים ולהשית עליו עונש מקל.",,,,,['כן'],,,,,,,,,,,,,,,,
"בדברו האחרון, אמר הנאשם כי הוא מתחרט על מעשיו ונוטל אחריות מלאה על התנהלותו.",,,,,['לא'],,,,,,,,,,,,,,,,
עוד הוסיף כי הוא שמר על עצמו משך 13 שנים נקי מסמים ומבלי להסתבך בפלילים.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
"לטענתו, באירוע נשוא הדיון פעל מתוך הגנה עצמית משום שהוא בא ממשפחה קטנה המתגוררת בכפר המתנהל על פי חמולות.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
הנאשם ביקש רחמים לא רק לעצמו אלא גם לבני משפחתו.,,,,,,,,,,,,,,,,,,,,,
"בענייננו, נשא הנאשם נשק בו החזיק באופן בלתי חוקי, הגיע למקום ציבורי – מסגד הומה אדם, בשעת תפילה, וירה מספר פעמים לעבר המתלונן.",,,,,,,,,,,,,,,,,,,,,
"בהמשך, איים הנאשם הן על המתלונן והן על אביו ובנוסף פעל לשיבוש מהלכי משפט והעלמת נשק ותחמושת בהם החזיק שלא כדין.",,,,,,,,,,,,,,,,,,,,,
"בבחינת הנסיבות הקשורות בביצוע העבירה יש להביא בחשבון את התכנון המוקדם שהתבטא בכך שהנאשם הגיע למסגד, בעודו נושא על גופו את האקדח כשהוא טעון בכדורים.",,,,,,,['אקדח'],,,,['על גופו'],,,"['ירי', 'ניסיון לירי']","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,
"מדובר בירי שנעשה באזור מגורים, בתום תפילת הצהריים, באזור הומה אדם.",,,,,,,,,,,,,,,,,,,,,
"בשים לב לחומרת העבירות בהן הורשע הנאשם, לנסיבות הקשורות בביצוען ולמדיניות הענישה הנוהגת, אני סבור כי מתחם העונש ההולם לגבי מכלול העבירות נע בין  3-6 שנות מאסר בפועל.",,,,,,,,,,,,,,,,,,,[],[],[]
"בבואי לגזור את עונשו של הנאשם התחשבתי לקולא בכך שהעבירה האחרונה בה הורשע הייתה לפני יותר מעשר שנים וכי מזה יותר מעשור, מנהל הנאשם אורח חיים נורמטיבי, הקים משפחה וכי לשולחנו סמוכים ארבעה קטינים.",,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
לא נעלמה מעיניי העובדה כי הנאשם סובל מנכות והקצבה אותה הוא מקבל הינה מקור הפרנסה היחיד של משפחתו.,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"כמו כן ראיתי לזקוף לזכותו את חרטתו, נטילת האחריות מצדו על מעשיו ואת הודייתו במרבית עובדות כתב האישום, הגם שהודייה זו לא חסכה כליל את ניהול משפטו.",,,,,['לא'],,,,,,,,,,,,,,,,
"לחומרא ראיתי להביא בחשבון, אם כי במידה מוגבלת, את עברו העשיר של הנאשם הכולל עבירות סמים, אלימות, החזקת נשק, עבירות רכוש ועבירות נוספות.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,,,,,,,
"מאז הרשעתו האחרונה שמר הנאשם על אורח חיים נורמטיבי ודומה כי עד למעידתו בעבירות נשוא התיק הנוכחי, הצליח להרחיק עצמו מעולם הפשע.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
זאת בין היתר בשים לב לשיקומו ולעובדה כי בעשור האחרון נמנע הנאשם מכל הסתבכות פלילית ועל מנת שלא תרד לטמיון כברת הדרך השיקומית אותה עשה.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
3 שנות מאסר בפועל בניכוי תקופת מעצרו מיום 22.01.17.,,,,,,,,,,,,,,,,,,,['הנאשם קיבל 3 שנות מאסר בפועל'],[],[]
18 חודשי מאסר על תנאי לבל יעבור משך שלוש שנים עבירת אלימות או עבירה הקשורה בנשק מסוג פשע ויורשע בגינה.,,,,,,,,,,,,,,,,,,,[],['18 חודשי מאסר על תנאי'],[]
"1,000 ₪ פיצוי למתלונן שישולמו בחמישה שיעורים חודשיים, שווים ורצופים כאשר מועד תשלום השיעור הראשון יחול ביום 1.12.2017 ויתר התשלומים בראשון לכל חודש עוקב.",,,,,,,,,,,,,,,,,,,[],[],[]
