text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
בכך יש ללמוד שהוא יכול היה להימנע מעשיית המעשה.,,,,,,,,,,,,,,,,,,,,,
לא הובאו ראיות לעניין מצוקה נפשית של הנאשם או פגיעה בו על ידי המתלונן.,,,,,,,,,,,,,,,,,,,,,
"הנאשם נכנס ויוצא בשערי בית הכלא, הוא עצור בתיק זה עד תום ההליכים, בעל עבר פלילי מכביד.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
לאור האמור נראה לי כי מתחם עונש הכולל  לעבירות בהן הורשע הנאשם הינו בין 2-6 שנות מאסר.,,,,,,,,,,,,,,,,,,,[],[],[]
הנאשם לא נטל אחריות על מעשיו.,,,,,['לא'],,,,,,,,,,,,,,,,
הפגיעה בנאשם ובמשפחתו אינה יוצאת דופן וחריגה לעומת נאשמים אחרים אשר נדונים לעונשי מאסר.,,,,,,,,,,,,,,,,,,,,,
"הנאשם לא עשה מאמצים לתיקון תוצאות העבירה, ולא הציע פיצוי למתלונן, לא שיתף פעולה עם רשויות האכיפה ואף ניתן היה להתרשם שהעדים שהעידו היו מסויגים ומפוחדים וכי היו ניסיונות השפעה עליהם.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"החייב אמנם ריצה שנות מאסר רבות בשל עבירות שונות, אך הוא לא עשה תפנית בחייו העברייניים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
לעניין עבר פלילי - הנאשם מעורב בפלילים מאז היותו קטין.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"עוד בהיותו קטין עבר עבירה של ניסיון לחבלה חמורה בנסיבות מחמירות, לאחר מכן הורשע בעבירות של תקיפת שוטר, איומים, תגרה והעלבת עובד ציבור, נדון למ.ע.ת.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
"פ. 499/98 הורשע בתקיפת שוטר , הפרעה לשוטר, איומים, תקיפת סתם, התפרצות וגניבה.",,,,,,,,,,,,,,,,,,,,,
פ. 4571/98 הורשע בתקיפה הגורמת חבלה של ממש בנסיבות מחמירות והדחה בחקירה.,,,,,,,,,,,,,,,,,,,,,
"פ. 2210/01 הורשע בהעלבת עובד ציבור, החזקת סכין, עבירות סמים, הפרת הוראה חוקית, נדון ל – 14 ח' מאסר.",,,,,,,,,,,,,,,,,,,,,
"פ. 280/04 הורשע בעבירות סמים והחזקת סכין, נדון ל – 20 ח' מאסר בפועל.",,,,,,,,,,,,,,,,,,,['הנאשם קיבל 20 חודשי מאסר בפועל'],[],[]
"פ. [מחוזי נצרת] 14/08 נדון ל – 42 חודשי מאסר בפועל, לאחר שהורשע בשוד בנסיבות מחמירות, החזקת סמים, החזקת סכין והפרעה לשוטר.",,,,,,,,,,,,,,,,,,,['הנאשם קיבל 42 חודשי מאסר בפועל'],[],[]
הרשעתו האחרונה היתה בת.פ. 53522/09/11 – החזקת סכין.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
"מאסר בפועל של 4 שנים, כשתקופת המאסר תימנה החל מיום מעצרו.",,,,,,,,,,,,,,,,,,,['הנאשם קיבל 4 שנות מאסר בפועל'],[],[]
מאסר על תנאי של שנתיים למשך 3 שנים מיום שחרורו ממאסר אם יעבור עבירה מהעבירות בהן הורשע בתיק זה.,,,,,,,,,,,,,,,,,,,[],['הנאשם קיבל מאסר על תנאי של שנתיים למשך 3 שנים מיום שחרורו ממאסר זה אומר שאם הוא יעבור עבירה מהעבירות בהן הורשע בתי'],[]
"לאור מצבו הסוציואקונומי כפי שטען בא כוחו, אינני מטיל על הנאשם קנס.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
