text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"על כן, שירות המבחן לא בא בהמלצה טיפולית בעניינו.",0.00016309494,3.1530068e-05,1.69686e-05,0.9999871,0.00045022077,0.00095423067,0.00040822558,0.0019384228,0.0075565935,0.00012648049,0.00026335102
"מתסקיר שירות המבחן מיום 03.04.23, עולה כי חל שינוי בעמדתו של הנאשם.",0.00012911727,3.386881e-05,1.6957245e-05,0.9999869,0.000514784,0.0008699002,0.0004068476,0.003241081,0.007579687,0.00018022569,0.00025232596
"3 בדיקות שתן שמסר לשירות המבחן נמצאו עם שרידי סם קנאביס, זאת לאור רישיון לשימוש, שהציג הנאשם בפני שירות המבחן.",0.00013909389,2.8726314e-05,0.99990416,8.947867e-06,0.9953473,0.99597114,0.12627994,0.006780658,0.005270218,0.00014161377,0.0005464515
"בנוסף, הנאשם ביטא רצון ומוטיבציה להשתלב בטיפול בתחום הגמילה מסמים.",9.774458e-05,0.99999595,1.7841836e-05,9.101039e-06,0.00039682726,0.0007869237,0.00053435966,0.0048631923,0.05460869,0.000115245486,0.00046115377
"לאור גילו הצעיר והרצון שמבטא, שירות המבחן ראה חשיבות לבחון ענישה שיקומית, ובהתאם לכך המליץ על דחיית הדיון ב-3 חודשים לצורך שילובו בהליך טיפולי ביחידה לטיפול בהתמכרויות.",0.0001613606,0.99999475,1.821814e-05,9.238691e-06,0.0005612701,0.0008616569,0.00040210367,0.004090553,0.007453744,0.00014898388,0.00073908264
"מתסקיר שירות המבחן מיום 3.7.23, עולה כי בתקופת הדחייה הנאשם שולב ביחידה לטיפול בהתמכרויות, לאחר שתהליך קליטתו התעכב משום שמחזיק ברישיון רפואי לשימוש בקנאביס.",0.00011540539,0.9999962,0.058829684,8.899902e-06,0.0018767813,0.00088648964,0.0003839561,0.016672136,0.0045544314,0.00016154164,0.000493028
"שירות המבחן מסר כי הנאשם השקיע מאמצים רבים והביע רצון ומוטיבציה לניהול אורח חיים נורמטיבי, ביטא חרטה  ונמנע משימוש בסמים פרט לקנאביס הרפואי.",9.320715e-05,0.9999963,1.9503663e-05,8.893369e-06,0.0005055619,0.0007481727,0.0005546268,0.004455358,0.9837462,0.9730397,0.93630755
"לאור זאת, שירות המבחן חזר והדגיש את החשיבות בענישה שיקומית בעניינו והמליץ על צו מבחן למשך שנה וצו של""צ בהיקף נרחב של 250 שעות.",0.0027424737,3.01736e-05,1.5855367e-05,0.9999875,0.0004975185,0.0007794181,0.0003997352,0.0012785054,0.013901354,0.00012347968,0.000868527
"מתסקיר שירות המבחן מיום 2.11.23, עולה כי בתקופת הדחייה הנאשם נכח באופן מלא במפגשים במסגרת היחידה לנפגעי סמים, ביטא מוטיבציה לעבוד על דרכי התמודדותו בסיטואציות שונות, לנהל אורח חיים נורמטיבי ללא מעורבות פלילית וכן חרטה על מעשיו.",0.000103326514,0.99999654,2.286076e-05,8.841363e-06,0.00058089284,0.0008042565,0.00051204895,0.006978746,0.90592605,0.20928688,0.93685436
"כמו כן, הנאשם נמנע כיום משימוש בסמים נוספים פרט לסם הקנאביס אותו צורך באישור רפואי.",0.000113936985,0.9999958,0.019046737,9.085949e-06,0.43281326,0.0011249504,0.0030937293,0.009443888,0.0054356907,0.00011209283,0.0003422556
"בדיקות השתן שמסר הנאשם נמצאו נקיות משרידי סמים, פרט לסם הקנאביס כאמור.",0.00014027423,0.99999416,0.9999324,9.009749e-06,0.9952076,0.14472364,0.8573906,0.015296173,0.009965489,0.00034383393,0.00040049842
"כמו כן, לאור מצבו כיום הופסק הטיפול בו השתלב, ולמרות זאת הנאשם ממשיך ומשתף פעולה עם שירות המבחן וגורמי הטיפול ביחידה וכן מבטא הבנה לצורכו בהשתלבות בטיפול.",0.00011808731,0.9999963,2.1503272e-05,8.882673e-06,0.00061385933,0.00086259464,0.00043348907,0.011536684,0.038740966,0.0009694041,0.05178372
"על כן, חזר והדגיש את החשיבות בענישה שיקומית בעניינו והמליץ על צו מבחן למשך שנה וצו של""צ בהיקף של 250 שעות.",0.5649274,3.0982967e-05,1.6045244e-05,0.3061614,0.00048370403,0.000837027,0.00038137953,0.0013179109,0.016350064,0.000114057766,0.0009709779
"מתסקיר מיום 17.4.24, עולה כי בתקופת הדחיה הנאשם חזר לקשר עם היחידה לטיפול בנפגעי סמים וסוכם עמו כי עליו להשתלב תחילה במעקב של בדיקות שתן ובהמשך עליו להיות משולב בשיחות פרטניות.",9.218314e-05,0.9999962,2.6296833e-05,8.970013e-06,0.00056252925,0.0009111467,0.0003525905,0.031254865,0.0071612694,0.00020124674,0.001276384
"הנאשם התקשה להתמיד בהגעה לבדיקות שתן, אולם לאחר שיחה עמו התברר כי אמו אובחנה כחולת סרטן והוא ליווה אותה לטיפולים.",0.00010006724,0.9999963,2.440903e-05,8.980037e-06,0.0005070458,0.0008243152,0.0009575885,0.18734448,0.0069507733,0.00019533468,0.0003162008
הנאשם הביע רצון ונכונות להשתלב בטיפול ולשתף פעולה ופנה לגורמי הטיפול ביחידה.,0.0001037764,0.9999958,1.8175313e-05,9.069294e-06,0.00042519337,0.0008754885,0.0007374918,0.018705541,0.22877859,0.00027915477,0.0003995009
"כמו כן, לא נפתחו תיקים חדשים נגדו.",0.00027590527,3.441035e-05,2.1964737e-05,0.9999877,0.0004945445,0.0010416693,0.0010316953,0.0076451027,0.01002975,0.0001523905,0.00024091882
ושירות המבחן המליץ על דחיה נוספת של חודשיים.,0.00047468208,3.0149235e-05,1.94167e-05,0.99998796,0.00046338257,0.0011173534,0.00040097692,0.0037288084,0.007193304,0.00016141309,0.00027834738
"מתסקיר אחרון שהוגש ביום 10.7.24, עולה כי לאחר שהובהרה לנאשם החשיבות בהתמדה וקשר עם היחידה לטיפול בהתמכרויות, החל לקיים מפגשים פרטניים עם עו""ס היחידה ומסר בדיקות שנמצאו נקיות משרידי סמים, למעט סם הקנאביס, אשר בו הוא מורשה להשתמש.",0.00013256857,0.99999607,0.9999385,8.842653e-06,0.9950836,0.9351222,0.0067519,0.037362527,0.009403204,0.00031757596,0.0070564044
"עדיין מדובר בקשר ראשוני, מאופיין בקושי במתן אמון וקושי בהתמדה להגעה למפגשים ולבדיקות.",0.00012557354,0.99999607,2.5976375e-05,9.221184e-06,0.0005344661,0.0010715848,0.00093128014,0.6771329,0.0064687678,0.0003328498,0.00029997076
שירות המבחן ציין שבשיחה עם הנאשם תלה את הקושי בבריאותה של אמו וחוסר הפניות שלו בשל כך.,0.000101321064,0.9999958,1.884168e-05,9.093439e-06,0.00041000126,0.0006843967,0.0005242659,0.019372923,0.035426725,0.00017320755,0.0003939904
בסופו של תסקיר המליץ שירות המבחן על ענישה שיקומית לאור רצונו של הנאשם לשנות את דפוסיו הבעייתיים והרצון לשתף פעולה.,9.948344e-05,0.99999607,1.6280037e-05,8.9621035e-06,0.00042128444,0.0008909947,0.00046275594,0.0019896443,0.36659926,0.0001757352,0.0003542649
"ב""כ המאשימה, עמדה על נסיבות כתב האישום שהינן חמורות- החזקת סם מסוג קוקאין במשקל של למעלה מ- 9.7 גרם, על מאפייניו של הסם.",0.00012631752,3.0963263e-05,0.99995995,8.912379e-06,0.9996387,0.9998418,0.99959594,0.0022601052,0.024835767,0.0001953386,0.001377678
ציינה את הערכים המוגנים שנפגעו ממעשה זה של הנאשם.,0.00016732964,3.273325e-05,2.1924452e-05,0.9999871,0.00047746528,0.0010359886,0.0015809762,0.013840518,0.8307532,0.00016095108,0.00020289273
בנוסף עמדה על תוכן התסקירים וציינה כי גם לאחר תקופה כה ארוכה הנאשם לא ביצע הליך שיקומי משמעותי והפנתה לפסיקה לצורך קביעת מתחם העונש ההולם כפי שעתרה; 8- 18 חודשים וביקשה למקם את הנאשם בשליש התחתון של המתחם לו עתרה.,0.00013569134,0.36960202,2.421114e-05,1.235672e-05,0.00062072364,0.0009637549,0.00046366645,0.002026491,0.011412844,0.00016862122,0.0024350686
"ב""כ הנאשם, עמדה על תקופת הזמן הארוכה שחלפה, שבה לא נפתחו תיקים נגד הנאשם, על ההליך הטיפולי שעובר מזה זמן רב ועל אף שלעיתים יש נסיגה בגין נסיבות משפחתיות, בסך הכול עובר תהליך זה מתוך רצון והבנה שהוא זקוק לו.",0.00013227158,0.9999962,2.4780738e-05,9.16635e-06,0.000569995,0.0009582932,0.00045889698,0.019264162,0.1355771,0.00021828804,0.002876002
"בנוסף ציינה שהוא טרוד כל כולו בחייו האישיים ויקשה עליו עד מאוד לבצע עונש אחר, כגון בדמות עבודות שירות.",0.00015368516,0.9999958,2.0363766e-05,9.136798e-06,0.00058906706,0.0010140447,0.000502296,0.0054428307,0.015123171,0.00016197737,0.00034553272
"משכך ביקשה לאמץ את המלצות שירות המבחן ולהטיל עליו ענישה הכוללת צווי מבחן ושל""צ.",0.0001313939,3.091957e-05,1.6956825e-05,0.99998724,0.00047873444,0.0009981424,0.00057672,0.0012710098,0.008167745,0.000112484166,0.00020385825
"הנאשם, חזר על בקשת ההגנה.",0.00021508287,3.2921238e-05,2.4203453e-05,0.9999869,0.000471899,0.0009931745,0.0012354477,0.0033790458,0.029472819,0.00017926181,0.0010431042
הרחיב לגבי נסיבותיו האישיות ומחלת האם אשר דורשת ממנו זמן רב וטיפול אינטנסיבי בה.,0.00010463393,0.99999547,2.4370003e-05,8.940139e-06,0.0004150191,0.0009226205,0.0004201472,0.8436729,0.036308445,0.00032731175,0.00035613542
לטעמו מבצע את כל אשר נדרש ומשתף פעולה מלאה עם שירות המבחן.,0.0001259806,0.99999523,2.0673637e-05,8.995439e-06,0.00048801943,0.0011016278,0.0008115431,0.005274397,0.027535385,0.99563307,0.00057255744
"עוד קודם מתן גזר הדין ביקש הנאשם להוסיף כי על אף שיש לו שני אחים נוספים (כך ענה לשאלת בית המשפט), הרי ששני אחיו אינם מעורבים בטיפול באם והם ""נטלו צד"" של האב.",0.00013004287,0.99999595,9.961284e-05,8.895651e-06,0.0005828878,0.0010099553,0.0016089106,0.051997714,0.029721003,0.00026346027,0.0026824686
עוד ציין כי היום הודיעה לו האם שהיא צריכה לקבל טיפול כימותרפי פעם בשבוע.,0.000106349136,3.3836914e-05,2.3190572e-05,9.032212e-06,0.00041547292,0.00086339965,0.0005969953,0.6386997,0.011423491,0.00017616231,0.00023914059
"קביעת עונשו של הנאשם, יהיה עקרון ההלימה, תוך מתן יחס הולם בין חומרת העבירה המיוחסת לנאשם בנסיבותיה, מידת אשמו של הנאשם ובין סוג ומידת העונש אשר יוטל עליו.",0.00016517976,3.008674e-05,2.810009e-05,0.9999864,0.0008513408,0.0010949402,0.0006640605,0.0013920445,0.50730866,0.000173058,0.98279935
"לצורך קביעה זו יש לבחון מספר אספקטים; הערכים החברתיים שנפגעו ממעשה זה ומידת הפגיעה בהם, מדיניות הענישה הנהוגה בבתי המשפט ומהן הנסיבות הקשורות בביצוע העבירה (תיקון 113 לחוק).",0.00014161687,3.1162777e-05,2.436036e-05,0.999987,0.00061577576,0.0009962319,0.00051186787,0.015888143,0.2788199,0.0001211017,0.00033599336
"במקרה זה הנאשם החזיק בסם 'קשה', בעל מאפיינים התמכרותיים ופוגעניים כפי שמתואר לעיל, במשקל גבוה ובתוך חדר ביתו, כך שהפגיעה בערך המוגן הינה ברף הבינוני-גבוה.",0.00014852262,0.99999607,0.9999354,8.929131e-06,0.99923205,0.0014672694,0.9780577,0.008713905,0.0074583204,0.00017288151,0.00046235957
"עיון בפסיקת בתי המשפט מעלה כי מתחם העונש ההולם בעבירת החזקת סם שלא לצריכה עצמית הוא רחב ותלוי בסוג הסם, בכמות, חלוקתו למנות ומכלול נסיבות ההחזקה.",0.00012961651,3.121155e-05,0.9999156,0.9999875,0.997626,0.39347792,0.23491095,0.0020602685,0.012581531,0.00018916019,0.00077176455
ניתן ללמוד על מתחם העונש ההולם בין היתר מפסקי הדין הבאים:,0.0001380245,3.0842817e-05,1.7052567e-05,0.9999876,0.00041297404,0.001121465,0.0005631585,0.0023589493,0.0148387775,9.8270466e-05,0.00021033242
"נוכח כל האמור לעיל, סוג הסם וכמות הסם, אני קובעת כי מתחם הענישה מתחיל מ- 8 חודשי מאסר שניתן לרצות בעבודות שירות ועד 18 חודשי מאסר, לצד ענישה נלווית.",0.00020583934,3.0752803e-05,2.8257675e-05,0.9999877,0.7419889,0.0015166425,0.0011991423,0.0008635922,0.008334181,0.000111793925,0.0019552836
"הנאשם יליד 1997, צעיר, שזו לו הרשעתו הראשונה בעבירה מסוג זה, אולם הורשע בעבירה חמורה לא פחות מתחום האלימות- סחיטה באיומים, בגינה ריצה 8 חודשי מאסר בעבודות שירות.",0.0002236233,0.9999963,3.061901e-05,8.96042e-06,0.00067492557,0.001076771,0.0029762152,0.0023623372,0.0207465,0.00016465988,0.99949694
"במקרה דנן, אמנם הנאשם הלך לשירות המבחן במשך זמן לא מבוטל ואף שולב בטיפול כלשהו ביחידה להתמכרויות, אך אינני יכולה להתעלם מתוכן הטיפול והעובדה שהנאשם, כך על פי תוכן התסקירים, אינו פנוי לטיפול באופן מלא ולאחר תקופה של כ- 3 שנים, עדיין מתקשה בשיתוף פעולה ובמתן בדיקות לגילוי סם.",0.00012308749,0.99999654,0.0012975798,8.8326315e-06,0.007937672,0.001353051,0.0006042747,0.016702244,0.007654754,0.00043810278,0.009287088
מאידך מצאתי ליטול בחשבון את הודאתו והעובדה שלא נפתחו לו תיקים מתחום הסמים.,0.00012801784,3.1633648e-05,3.0626805e-05,9.028191e-06,0.00041702224,0.0008185979,0.00071461516,0.0012567019,0.18775915,0.0025621846,0.99960405
"לעניין נסיבותיו האישיות של הנאשם שמעתי כי הוא סועד את אמו החולה ומתעתד לחיות חיים נורמטיביים ואף לשאת לאישה את חברתו, אולם כעת מצוי בקשיים כלכליים.",0.00012522211,0.9999964,2.6152282e-05,8.935639e-06,0.0004992416,0.000928514,0.0007887543,0.042086005,0.054350156,0.00016684327,0.0011491171
"עוד שמעתי כי הנאשם מטפל באמו בגפו, כך כפי שפירט בפניי בטיעוניו.",0.00017932043,0.9999962,2.145669e-05,9.006906e-06,0.00046767923,0.00083185785,0.0020504165,0.016610468,0.007215449,0.0002481674,0.0035037396
"לאור ההליך הטיפולי שביצע, אם כי לטעמי לא מדובר בהליך שיקומי מלא וכפי שציינתי מדובר בהליך שאיננו חד משמעי ולאחר ששקלתי את כלל השיקולים, לא מצאתי שיש לאמץ את המלצות שירות המבחן במלואן, אם כי יש להתחשב בעיצומו של ההליך בו נמצא הנאשם תוך התחשבות במתחם הענישה וסטייה כלשהי ממנו בצירוף רכיבי ענישה שיקומיים.",0.00013160016,3.2551925e-05,2.622831e-05,0.999987,0.00071882166,0.0011912006,0.0005772692,0.0023106236,0.023191977,0.000207088,0.09057141
"אשר על כן, אני גוזרת על הנאשם את העונשים הבאים:",0.9998437,3.0409348e-05,1.9199022e-05,0.999987,0.0004107534,0.0010673123,0.00035488282,0.0016372708,0.5166478,0.00010036465,0.0007173438
5 חודשי מאסר בפועל שירוצו בעבודות שירות.,0.99994993,3.2180793e-05,1.7610348e-05,9.409405e-06,0.00048768928,0.0012292403,0.00038071114,0.0011264225,0.009495566,0.00010411876,0.002499746
"על-פי חוות דעת הממונה שהוגשה ביום 18.01.2024 נמצא הנאשם מתאים לביצוע עבודות שירות במגבלות, אלא שתאריך לתחילת ריצוי עבודות שירות נקבע ליום 25.03.2024 ומכיוון שתאריך זה חלף, על הממונה להגיש חוות דעת מעודכנת בה התאריך המעודכן לתחילת ריצוי עבודות השירות, וזאת בתוך 3 שבועות מהיום (עד ליום 04.08.2024).",0.00018215858,3.0017352e-05,8.162302e-05,0.99998724,0.00082824996,0.0017808159,0.0006842545,0.059038103,0.0055946507,0.00022671932,0.0006304703
"הנאשם יבצע את עבודות שירות 5 ימים בשבוע, על פי טווח השעות המתאפשר בחוק, כאשר המפקח האחראי הינו יובל בוקובזה, טל' 0504062869.",0.0016491722,3.177757e-05,2.6590493e-05,0.9999865,0.0006823191,0.0010384619,0.0004534614,0.021239713,0.0063919593,0.0001869882,0.0005829356
"על הנאשם לאחר קבלת התאריך העדכני, לעמוד בתנאים של עבודות השירות, תנאים שהינם קשיחים ודקדקניים שכן אי מילוי עבודות השירות על-פי הנחיות המפקח עלול להביא להפסקתן ולהמשך ריצוי העונש במאסר ממש.",0.00014786524,3.0354006e-05,3.1350566e-05,0.9999875,0.0007982153,0.001219058,0.00045080093,0.008914046,0.011061703,0.00022997438,0.0008884773
"6 חודשי מאסר על תנאי לתקופה של 3 שנים, והתנאי הוא שהנאשם לא יעבור עבירה בה הורשע.",0.9999639,2.9687379e-05,2.045661e-05,9.014297e-06,0.00039630668,0.0009281231,0.00060082896,0.0017233618,0.023268063,0.00011911896,0.1427008
"צו מבחן למשך שנה, שבו הנאשם יהיה תחת עינו הפקוחה של שירות המבחן.",0.9998166,2.9182456e-05,1.9065574e-05,9.052875e-06,0.00047290878,0.0010686733,0.00044578133,0.004171213,0.004575702,0.00012787289,0.00040064583
גם כאן אני מודיעה לנאשם כי אי עמידה בתנאים אלו יכול ויביאו להפקעת הצו והטלת ענישה נוספת על זו שכבר ניתנה.,0.00015733212,3.120792e-05,2.4037328e-05,0.99998677,0.0005957275,0.0010557139,0.00066575466,0.0062396186,0.12785326,0.00022032362,0.00079795055
"התחייבות בסך 4,000 ₪ למשך 3 שנים מהיום, שהנאשם לא יבצע עבירה בה הורשע.",0.9999621,3.0119463e-05,2.4185523e-05,8.948926e-06,0.00048507997,0.0006454678,0.0041329474,0.002667411,0.018613964,0.00014468029,0.8796682
רשמתי לפניי כי הנאשם הבין את מהות רכיב זה וכי התחייב בפניי חלף חתימה.,0.00010611452,3.092983e-05,3.37919e-05,0.9999871,0.00054586394,0.0009533333,0.55538905,0.0029759589,0.18230367,0.00067461893,0.0045762574
ניתן צו כללי למוצגים לפי שיקול דעת קצין המשטרה.,0.999795,3.1107727e-05,2.1712573e-05,2.44937e-05,0.00053898955,0.0012045422,0.00058855576,0.033929665,0.005489478,0.000113907554,0.00020772437
הסמים יושמדו.,0.99976176,3.50281e-05,4.3293185e-05,9.79831e-06,0.00074851,0.0013116185,0.00085098314,0.035372395,0.019748403,0.0002189392,0.00048084007
"יתר המוצגים יחולטו/יושמדו/יושבו לבעליהם עפ""י החלטת קצין משטרה.",0.99995315,3.0467343e-05,0.00030165224,9.223593e-06,0.0008194069,0.0012270239,0.0009463338,0.4426739,0.012497937,0.00014177739,0.00025301834
"זכות ערעור לביהמ""ש המחוזי בתוך 45 ימים מהיום.",0.9998425,3.12848e-05,2.4034165e-05,0.99998724,0.00038933338,0.0012362177,0.00047405445,0.018447038,0.005347642,0.00011996889,0.00032826207
המזכירות תעביר העתק לשירות המבחן ולממונה על עבודות שירות.,0.9998925,3.0540363e-05,1.9825084e-05,0.9999882,0.0004928157,0.0009492352,0.00044627365,0.011687671,0.010274813,0.00011937502,0.00023313741
"תז""פ ליום 04.08.2024.",0.044650838,3.041306e-05,2.4674104e-05,0.99998677,0.0005861986,0.0011343219,0.0007470257,0.25803003,0.0056111747,0.00022273297,0.00027287897
"ניתנה והודעה היום ח' תמוז תשפ""ד, 14/07/2024 במעמד הנוכחים.",0.9880882,3.0913525e-05,2.4638784e-05,0.99998736,0.000503491,0.0014099033,0.0006899862,0.1542824,0.023016376,0.00025642855,0.002440692
