,case,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,RESPO-predicted,REGRET-predicted,CIR_USE-predicted,CIR_TYPE_WEP-predicted,CIR_STATUS_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted,_HELD_WAY_WEP-predicted
10,,"הסביר כי החזיק את כלי הנשק על רקע עיסוקו בקליעה, ותחביבו איסוף כלי נשק – רובם עתיקים, ומרביתם ברישיון.",,0.0034531225877402812,0.013924710749512643,0.9421788409358587,0.8610514883085917,0.21533073935121386,,,0.9039414364760562,0.6036765475420928,0.5832018383755306,0.9894923075869761,0.43207413024177355,0.980836384615171,0.08076913115226333,0.03993220396606799,0.7611836055993156,0.9224021069237548
11,,"תיאר כי החזיק באקדחים על רקע הערך הסנטימנטלי שלהם, מבלי לקחת בחשבון כי עבר עבירה בכך.",,0.00022240180624249426,0.017698276900457964,0.7835742824458359,0.7309470555659053,0.39199948400878665,,,0.5930878535450348,0.4065591487823913,0.219509982836091,0.9690724157683878,0.6831815140248411,0.876399456410331,0.12333229532537375,0.062433024164114344,0.28807048922439465,0.5518460370467042
12,,"הביע חשש כי הרשעה תפגע ביכולתו להמשיך בעבודתו במוסך, והציג מכתב ממעבידו כי אם יורשע יחדל להעסיקו בתפקיד מפתח כאיש קשר ונציג שירות מול לקוחות המוסך וגורמים שונים, בשל היעדר ייצוגיות.",,0.004463474404947971,0.025406443385259842,0.973860685173429,0.2855892507090648,0.5802853922175175,0.15557008263602173,0.07443659117122074,,,,,,,,,,
13,,"קצינת המבחן התרשמה כי מתאפיין בדפוסי התנהגות נורמטיביים, כי בהליך המשפטי יש כדי להעמידו על חומרת העבירות, וכי הפיק לקחים.",,0.0010039413582041722,0.006896366759147198,0.9848178401958755,0.044953070796183804,0.9664761385578556,0.925965307458288,0.9928429069484555,,,,,,,,,,
14,,"לפיכך באה המלצה שלא להרשיעו, ולהטיל צו של""צ בהיקף של 200 שעות, לפי תכנית שיגבש שירות המבחן.",,0.0007459622967947537,0.05034703869098744,0.2916032220105425,0.009749064270582827,0.37820728097208195,,,,,,,,,,,,
15,,"בטיעוניה לעונש עמדה ב""כ המאשימה על חומרת העבירה והמסוכנות הגלומה בה לציבור, נוכח החשש כי כלי נשק יגיעו לידי גורמים עברייניים ובהמשך ייפגעו חפים מפשע.",,0.9990089458006632,,,,,,,,,,,,,,,,
16,,"עוד טענה כי מקום ואופן החזקת שני האקדחים מעיד על סכנה בהם, ותמכה טענתה בעובדה כי אקדח ה""ברטה"" נמצא כשהוא עטוף בניילון בתוך ארון מטבח מעל הכיור עם מחסנית בפנים, וכי אקדח  ה""לאמה"" נמצא בחדר השינה במגירת השידה הצמודה למיטה, כשמספרוֹ הסידורי מחוּק.",,0.0007128076729090696,0.01882492187674413,0.2705197175074146,0.9778410161289687,0.22430588709213162,,,0.9022980249590993,0.9852238198408734,0.9892569544601773,0.983447501258978,0.5007666602122054,0.8415714195919739,0.18928736357861894,0.09308874782963728,0.9627414093615125,0.989592675699728
17,,"עוד טענה כי מדובר בכלי נשק קטלניים, והגישה חוות דעת מומחה, לפיה אקדח ה""ברטה"" ואקדח ה""לאמה"" שנמצאו, פועלים ובכוחם להמית.",,0.001650193893397739,0.008985269280148714,0.5717860631591649,0.937053849575756,0.1683292874287533,,,0.6853594824386967,0.9475691001000031,0.9607460513681324,0.9524846985702468,0.22718209783372895,0.9277946049647656,0.1292363938159171,0.029453295331782526,0.8864578136816786,0.8867341322682059
18,,"לפי כל אלה, עתרה להותיר ההרשעה על כנה, ולהטיל עונש של מאסר בפועל, מאסר על תנאי וקנס.",,0.9982968322588883,,,,,,,,,,,,,,,,
19,,"ב""כ הנאשם, עו""ד עין צבי ס""צ, טען לעניין אקדח ה""לאמה"", כי נמצא כשהוא מפורק, ללא קנה, הקת שבורה וחלקים ממנו נמצאו בכספת שבחדר השינה.",,0.0008534948993144353,0.019858786857394374,0.16737976888770426,0.8476639960671997,0.2144186203398583,,,0.4569023024071174,0.9336984703378116,0.9050184471944505,0.9312954936808276,0.17732369715190643,0.5570045154957846,0.34457515126793636,0.12368292105621677,0.7588112785716435,0.8963028562484932
20,,"עמד על היות הנאשם אספן כלי נשק, אשר רכש את שני האקדחים בשוק הפשפשים כפריטי אספנות עתיקים, שיוצרו בראשית המאה העשרים: אקדח ה""לאמה"" - בשנת 1919 ואקדח ה""ברטה"" - בשנת 1923, כשתחמושתהּ - הופסק ייצורהּ עוד בשנת 1947.",,0.0013440403614681138,0.022384260427452663,0.6838949829186806,0.8223486243502433,0.19048161327638702,,,0.9273452541288987,0.8760571267972384,0.7982553242735513,0.9802005307490039,0.43590481656560937,0.8633734724783163,0.2862602925675377,0.06852148049670091,0.891392053164443,0.9342120081837278
21,,"עמד על היותו פעיל במועדוני קליעה בישראל, מזה כ-19 שנים, וכן בברית המועצות, טרם עלייתו, שם גם שירת בצבא והתנדב למשטרה.",,0.001289890242162528,0.03421543869846888,0.9681078562774182,0.4814697051996757,0.4206907647604311,,,,,,,,,,,,
22,,"תיאר כי החזקת שני האקדחים ללא רישיון וללא שהשביתם, היתה חריגה יחסית לשישה כלי נשק אחרים שהחזיק ברישיון ולתריסר נוספים שהחזיק כמושבתים, ותמך דבריו באישורים מתאימים.",,0.0013883641995285747,0.022812186186592972,0.7704104015783497,0.6596019455409645,0.34724894928428346,,,0.7917008706355841,0.69562059346403,0.8965577125475113,0.9813342195998612,0.21646836437030273,0.9285938904514397,0.09905513847704105,0.028273283997288453,0.8068893097389446,0.917688094042997
23,,"עמד על שיתוף הפעולה עם המשטרה, על הסכמתו לביצוע החיפוש בביתו, בגדרו לא הסתיר דבר.",,9.109912317584374e-05,0.03304392372534737,0.5747003033245802,0.7139062472318027,0.5698294112855365,0.5336890441214506,0.1784768147477421,0.44702028686468853,0.24809700461992162,0.05175398494910458,0.8685294003802247,0.42988588726080407,0.780042815531806,0.06346995949212468,0.12945193119196857,0.20358172511339007,0.17853391628208878
24,,"עמד על הודייתו, על נטילת האחריות, החרטה וההודאה בטעות, על עברו הנקי ועל התנהגותו הנורמטיבית כעולה מהתסקיר.",,0.0008525160922451496,0.01575701571835142,0.8414118451210651,0.030082132299687064,0.9690452431454887,0.9951050013267387,0.9915442761381025,,,,,,,,,,
25,,הדגיש כי שני האקדחים אינם גנובים וכי לא נעשתה בהם פעילות עבריינית.,,0.0005690414239103184,0.009608818564681222,0.7848431907094959,0.9087148802402073,0.12019104299968146,,,0.6118628205213102,0.67916060157634,0.6897285229513644,0.9780138669051999,0.5899189547657655,0.9251819203709027,0.2894420209439974,0.049094654283177004,0.6674333109439285,0.6884748489680349
26,,"ציין כי בענייננו לא קיים חשש להחזקת נשק ללא רישיון או אישור השבתה בידי מי שאינו מיומן בשימוש בו, הואיל הנאשם מיומן בכך, ואף מחזיק כדין כלי ירי רבים אחרים, ברישיון או באישור כי מושבתים הם, וכל חטאו הוא ששכח להשבית או לבקש רישיון עבור שני האקדחים.",,0.005262621798976718,0.024123326602091235,0.9221943755665758,0.48107067999871256,0.46366140977828707,,,,,,,,,,,,
27,,"הצביע על חשש קונקרטי לפגיעה בעבודתו ובפרנסת משפחתו, שהוא מפרנסהּ העיקרי, בשל הודעת המעביד, ונוכח גילו - כבן 50, יקשה עליו למצוא עבודה חדשה אם יפוטר.",,0.003998013243395849,0.02474685394211044,0.9876147858296094,0.25342941456063955,0.7552192898258995,0.18031375588116344,0.04935254670511222,,,,,,,,,,
28,,"מעבר לכך, אם יורשע – יימנע ממנו לעסוק בתחביבו רב השנים בתחום כלי נשק, ובכך ייגרם לו עוול משמעותי, אשר יעלה על הפגיעה באינטרס הציבורי.",,0.007011331713873604,0.01622659060659219,0.9174800902405658,0.028994673526399343,0.711464455998314,0.1920128612034939,0.05343292507674755,,,,,,,,,,
29,,"לפי כל אלו, עתר לבטל את ההרשעה, ולהטיל צו של""צ.",,0.9989248388298727,,,,,,,,,,,,,,,,
30,,"הנאשם בדיון הביע צער וחרטה, והדגיש כי לא ראה באקדחים הישנים כלי יריה המצריכים רישיון, אלא פריטי אספנות גרידא.",,0.0028225648077328095,0.012581743622582998,0.8387490171934228,0.5230252747639013,0.44711821562670495,,,0.230814207911216,0.36926686251778107,0.5753709674560168,0.9134202371011013,0.4820032438642724,0.8180073358819593,0.08022368796800758,0.02293880241588633,0.30007584663781334,0.4055582865962404
31,,"בית המשפט העליון עמד לא אחת על חומרת עבירת החזקת הנשק שלא כדין, על הסכנה כי נשק כזה יגיע לידי גורמים עברייניים ויסכן את שלומם וביטחונם של אזרחים תמימים, ועל הצורך להתריע ולהרתיע באמצעות ענישה מחמירה.",,0.9996406461150363,,,,,,,,,,,,,,,,
32,,"נקבע כי חרף עברו הנקי, גילו הצעיר, ומצבו המשפחתי הקשה, חומרת העבירה מצדיקה מאסר בפועל.",,0.0005937778719508096,0.016457492547723662,0.7548731471740466,0.010437765779524759,0.7183344823537918,0.08646725998274957,0.7399516551175294,,,,,,,,,,
33,,"שם נדחה ערעור על חומרת העונש שנגזר על מי שהורשע בהחזקת נשק שלא כדין ובהחזקת נכס החשוד כגנוב - אקדח, שתי מחסניות ותחמושת - ושנדון ל-24 חודשי מאסר ו-12 חודשים מאסר על-תנאי.",,0.003676663618482212,0.06379881284806206,0.024243259036323156,0.030186057581627002,0.49245776431724525,,,,,,,,,,,,
34,,"הלה היה בעל עבר פלילי, ובכללו עבירת חבלה חמורה בנסיבות מחמירות תוך שימוש בנשק חם, בגינה ריצה עונש מאסר ממושך.",,0.002150134730894372,0.05115942725335965,0.25557614906081993,0.041190342007371296,0.6691696266136967,0.026131954932423318,0.07071893589762965,,,,,,,,,,
35,,"שם הוחמר עונשו של מי שהורשע בהחזקת נשק שלא כדין – אקדח, מחסנית ותחמושת, ובהפרעה לשוטר במילוי תפקידו, ולו הרשעות קודמות, והוטלו שנתיים מאסר בפועל ושנה מאסר על תנאי.",,0.0008723701957055734,0.1797178693729871,0.12157761291593742,0.02692585687794647,0.6464199482178257,0.02319495423693768,0.07544439781944332,,,,,,,,,,
36,,"בשונה לחומרה מענייננו, שם דובר בבעל הרשעות קודמות, לרבות במעשה דומה של החזקת בלון גז משטרתי כשנתיים קודם, אך גם נלקחו בחשבון לקולא נסיבותיו האישיות - היותו נשוי ומטופל בילדים קטנים ובהורים זקנים וחולים, ומצב כלכלי קשה.",,0.005691532711129679,0.02363340497884783,0.924061314495851,0.228241289424396,0.6538540824110315,0.2617396224891688,0.15868599362674374,,,,,,,,,,
37,,"ענייננו נבדל לקולא מחלק מהמקרים דלעיל, בכך שלנאשם דכאן עבר נקי, והתנהגות נורמטיבית ככלל כעולה מהתסקיר, לו רקע באיסוף ובשימוש ספורטיבי בכלי נשק כדין, התביעה הודתה כי לא ניתן לומר שבשני האקדחים נעשה שימוש למטרה פלילית, או שהם  נגנבו, הם לא הוחבאו בנסיבות מחשידות בתוך גרב תחת מיטה, ולא הותאם אליהם משתיק קול.",,0.0010593202182913727,0.015985634251729084,0.7158386252580963,0.4642448662336562,0.6143747311876127,0.8266320840732693,0.40277395151227174,,,,,,,,,,
38,,"עיינתי בפסיקה שהגיש ב""כ הנאשם לעניין אי הרשעה בעבירת החזקת נשק שלא כדין, ושוני בין נסיבותיה לנסיבות ענייננו.",,0.9997196558041391,,,,,,,,,,,,,,,,
39,,"שם אין מדובר בהחזקת נשק קטלני, בעוד שכאן עסקינן בהחזקת שני כלי נשק קטלניים, שיש ביכולתם להמית.",,0.016053798426158606,0.011703834342604715,0.8400693749598042,0.6775225774219156,0.22133310169288883,,,0.6498348722323792,0.7639454379294127,0.8372312208137503,0.9148669974480118,0.8559366303980824,0.959317978767649,0.036978431868735784,0.013417938291456469,0.595248714751836,0.7638836536477435
40,,"בנוסף, בחלק מפסקי הדין דשם צוינו נסיבות אישיות קשות ומיוחדות, שאין כמותן בענייננו.",,0.9995395667163279,,,,,,,,,,,,,,,,
41,,שקלתי את כל שהובא בפניי.,,0.998835826661949,,,,,,,,,,,,,,,,
42,,"לחומרה שקלתי את טיב העבירה וחומרתה, את ההחזקה שלא כדין של שני אקדחים שמישים וקטלניים, ובמיוחד את נסיבות החזקת אקדח ""ברטה"" עם מחסנית בפנים בשקית ניילון בארון המטבח, שזה ודאי אינו מקום שבשגרה מחזיק אספן את נשקיו.",,0.00044367697975065875,0.020914873397083457,0.31858780799729497,0.7328930180855882,0.5166441410339507,0.3646684646311827,0.3351713724873416,0.41396073319771787,0.9355405004477337,0.9053488912841192,0.8663254823370025,0.6026666601244796,0.8393123526658388,0.037210758593158484,0.04580166507880986,0.8006294929510007,0.966053897598873
43,,"שקלתי את המסוכנות הגלומה בעבירה שכזו ואת הסכנה לשלום הציבור בהימצא כלי נשק תקינים תחת ידו של מי שאינו מורשה להחזיקם, את הסיכון שיגיעו לידי עברייניים ומאן דהוא ייפגע; ואת האינטרס הציבורי להתריע ולהרתיע.",,0.9995917981259901,,,,,,,,,,,,,,,,
44,,"שקלתי את שהובא בפניי, כי לכל הנשקים האחרים רישיונות או אישורים לאי שמישותם, מה שמעמיד בספק את טענת ""השכחה"" אודות נסיבות החזקת שני הנשקים דנן, ומעלה חשד וחשש שמא הוחזקו למטרה שונה מאשר אספנות.",,0.9305588191322788,,,,,,,,,,,,,,,,
45,,"לקולא שקלתי את ההודיה והחיסכון בזמן שיפוטי; את החרטה ונטילת האחריות; את עברו הנקי והתנהגותו הנורמטיבית; את תנאי השחרור בערובה שלא הופרו; את העובדה כי מרבית כלי הנשק בביתו הוחזקו באישור השבתה או ברישיון; את הנסיבות האישיות – היותו מפרנס, לצד אשתו, של נער קטין; את הטענה בדבר חשש מפגיעה בעבודתו – שלא שוכנעתי בכנותה וכן לא הוכח בפניי כי לא יוכל להמשיך בה, ולו באופן חלקי, או להמשיך לעסוק במקצועו – ואת החשש מפגיעה בהמשך עיסוקו בתחביבו רב השנים בתחום כלי הירי.",,0.0035227340026472527,0.017174418044237288,0.954921419626889,0.09316693287482457,0.9641179671140642,0.9000501672692612,0.6381664482338377,,,,,,,,,,
46,,"משמדובר בעבירות בנשק שבוצעו בידי מי שהכללים ידועים לו היטב, לא ניתן גם בנסיבות דנן, להימנע מהרשעה.",,0.9980527784878653,,,,,,,,,,,,,,,,
47,,"לא זה המקרה הראוי, והיעתרות לבקשה יכול שתשגר מסר מוטעה לציבור בכללותו.",,0.9986035239411806,,,,,,,,,,,,,,,,
48,,אם לא החמרתי עם הנאשם הרי זה בשל נטילת האחריות והחיסכון בזמן שיפוטי.,,0.00039831590878510945,0.014048749854823402,0.4406376216003068,0.010529096541966761,0.5273789808575274,0.5513484928174441,0.37208859667787253,,,,,,,,,,
49,,"על פי כל אלו, מוצאת אני להטיל על הנאשם עונש כדלקמן: –",,0.99939854280442,,,,,,,,,,,,,,,,
50,,"מאסר בפועל לתקופה שבין 5.5.10 ל-10.5.10, שבמהלכה שהה במעצר, וכן ארבעה חודשי מאסר בפועל לריצוי בדרך של עבודות שירות, שירוצו, בהסכמתו, לפי קביעת הממונה, בבית חולים שניידר שברחוב קפלן 14 בפתח תקווה, חמישה ימים בשבוע, 8.5 שעות עבודה יומיות, בפיקוח אני פרץ, טל' 050-6278541, החל מיום 2.6.2011.",,0.0017673720043865375,0.9008021035834304,0.032630378949036636,0.029110433691261272,0.19004033349615934,,,,,,,,,,,,
51,,"במועד האמור בשעה 8:00 יתייצב בפני המפקח על עבודות שירות לצורך קליטה והצבה במפקדת מחוז מרכז, יחידת עבודות שירות ת.ד.",,0.9997300773193133,,,,,,,,,,,,,,,,
52,,"81 רמלה 72100, אוטובוס מתחנה מרכזית רמלה או לוד קו מספר 247.",,0.9994447511400159,,,,,,,,,,,,,,,,
53,,"הוסבר לנאשם כי עליו לעדכן את משרד הממונה בכל שינוי אם יחול בכתובת מגוריו, וכן שעליו לעמוד בתנאי הפיקוח וביקורות פתע, וכי כל הפרה בעבודות השירות עשויה להביא להפסקה מנהלית ולריצוי יתרת העונש במאסר ממש.",,0.999177840777519,,,,,,,,,,,,,,,,
54,,"שישה חודשי מאסר על תנאי, אותם לא יישא אלא אם בתוך שלוש שנים מהיום יחזור ויעבור על העבירה בה הורשע, או כל עבירה הקשורה לנשק, סיוע או ניסיון לעוברה.",,0.002515990936537506,0.9821175439640996,0.04410202436152936,0.007977108653870054,0.44655735548384246,,,,,,,,,,,,
55,,"מוטל קנס בגובה 4,000 ₪ או ארבעה חודשי מאסר תחתיו; הקנס ישולם בארבעה תשלומים חודשיים שווים ורצופים, החל מיום 28.5.11, ואם לא יעמוד באחד התשלומים במועדו, תעמוד יתרת הקנס לפירעון מיידי.",,0.00335522681847367,0.9229942463453069,0.02926067293517865,0.023653351466662004,0.12988470980439146,,,,,,,,,,,,
56,,כלי הנשק המוחזקים ללא רשיון  - יחולטו.,,0.9992737590745376,,,,,,,,,,,,,,,,
57,,יתר המוצגים שנתפסו יוחזרו לבעליהם.,,0.9984891888460401,,,,,,,,,,,,,,,,
58,,"בהסכמה שניתנת במעמד זה, הקנס יקוזז מהפקדון.",,0.9991109813901511,,,,,,,,,,,,,,,,
59,,"יתרת הפקדון עומדת לאחר הקיזוז על 6,000 ₪.",,0.9897694933174624,,,,,,,,,,,,,,,,
60,,"בנסיבות אלה, 3,000 ₪ יוחזרו למפקיד כבר בשלב זה ו-3,000 נותרים ישארו בתיק להבטחת ריצוי העונש עד תום.",,0.472285581708712,0.17981379444094522,0.03224645745438817,0.021428346631956068,0.050079201912337105,,,,,,,,,,,,
61,,"משיועבר לבית-המשפט אישור על סיום ריצוי עבודות השירות, יתרת ה-3,000 ₪ יוחזרו למפקיד.",,0.9670582056661298,,,,,,,,,,,,,,,,
62,,זכות ערעור לבית המשפט המחוזי תוך 45 יום.,,0.9997113900117409,,,,,,,,,,,,,,,,
63,,"ניתן  והודע  היום ח' אייר תשע""א, 12/05/2011 במעמד הנוכחים.",,0.9997059039555927,,,,,,,,,,,,,,,,
64,,ליה לב און 54678313,,0.9996273547437705,,,,,,,,,,,,,,,,
65,,הוקלד על ידי: סיגל עזורי,,0.999091760341468,,,,,,,,,,,,,,,,
66,,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,,0.9993854601103036,,,,,,,,,,,,,,,,
67,,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",,0.9993795202224585,,,,,,,,,,,,,,,,
