text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"לפני כשנה חווה הנאשם אירוע אלימות חמור על ידי שותפו לדירה, על רקע סכסוך מקצועי ביניהם.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
בעקבות האירוע אושפז הנאשם למשך מספר שבועות עם פציעת ראש חמורה.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם מסר, כי מאז האירוע חווה קשיי שינה, מתח ולחץ.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
כתוצאה מכך פנה הנאשם לרופא משפחה שיפנה אותו לטיפול נפשי אך מאז לא פנה לטיפול כאמור.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"ביחס לשימוש בחומרים משני תודעה מסר הנאשם, כי התנסה לראשונה בשימוש בסם מסוג קנאביס בהיותו בצבא, לדבריו על רקע המתח והלחץ בו היה שרוי בזמן מחלתו של אביו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לאחר מקרה האלימות אותו חווה הנאשם לפני כשנה, קיבל אישור רפואי לצריכת קנאביס (הוצג רישיון).",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
הנאשם מסר בדיקות לגילוי שרידי סם שנמצאו נקיות.,,,,,,,,,,,,,,
"באשר לשימוש באלכוהול מסר, כי הוא נוהג לשתות באירועים חברתיים בלבד.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם נעדר רישום פלילי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"ביחס לעבירה הנוכחית, הנאשם לקח אחריות על מעשיו והודה בעובדות כתב האישום, מתוך רצון להתבוננות פנימית על המניעים לביצועה ובהבנה, כי עליו לשאת בהשלכות מעשיו.",,,,,,,,,,,['לא'],['כן'],['כן'],
"מנגד, בבחינת גורמי הסיכוי לשיקום, צוין העדר רישום פלילי, וכן העובדה שהנאשם לקח אחריות מלאה על ביצוע העבירות.",,,,,,,,,,,,['כן'],,
"כמו כן, למרות קשייו בילדותו, הנאשם סיים את לימודיו, שירת שירות צבאי מלא וגייס כוחות לתעסוקה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"להערכת השירות הנאשם אינו בעל קווי עבריינות מגובשים, ואף הביע נכונות להתחיל את ההליך הטיפולי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"באשר לשאלת ההרשעה, צוין כי לאור היותו של הנאשם עצמאי בתחום ייעוץ ההשקעות, כאשר אף התחיל בלימודים לקבלת רישיון, קיים חשש כי הרשעה תפגע בתעסוקת הנאשם בעתיד, וכן בדימויו העצמי, ולפיכך הומלץ על ביטולה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בתסקיר משלים מיום 8.11.2023 צוין, כי הנאשם החל בטיפול פסיכיאטרי מעקבי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם מסר, כי העסק העצמאי שלו מתפתח מקצועית וכלכלית.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"שירות המבחן שב על המלצתו להטיל על הנאשם 200 שעות של""צ וצו מבחן למשך שנה, וכן שב על המלצתו שלא להרשיע את הנאשם, עקב הפגיעה הפוטנציאלית בתעסוקתו העתידית.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בתסקיר משלים נוסף מיום 14.4.2024 תואר, כי הנאשם ממשיך בטיפול פסיכיאטרי ופסיכולוגי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם מסר, כי מצבו הרגשי השתפר, וכי העסק העצמאי שלו ממשיך להתפתח.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
כמו כן הנאשם זומן למספר בדיקות לגילוי שרידי סם ונמצא נקי בכולן.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"נמסר, כי הנאשם מגיע למפגשים באופן יציב, בזמן, ומשתף פעולה במידה רבה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"ביחס לתסקיר תואר, כי הנאשם נטל אחריות ומסר בדיקות שתן נקיות מסמים.",,,,,,,,,,,,['כן'],,
"לדעת המאשימה, הנאשם ניסה למכור סמים והחזיק בסמים בכמות שאינה מבוטלת, ועל כן יש לעמוד על הרשעה בתיק.",,,,,,,,,,,,,,
"עם זאת, ומכיוון שלא נפתחו לנאשם תיקים נוספים, הנאשם נטל אחריות ושיתף פעולה עם שירות המבחן, יש לקבוע את עונשו בתחתית המתחם, כך שיוטלו עליו 5 חודשי מאסר בעבודת שירות, מאסר על תנאי, פסילה בפועל, פסילה על תנאי בהתאם לסעיף 37א לפקודת הסמים, קנס, התחייבות, והשמדת המוצגים.",,,,,,,,,,,,,,
"הסניגור הפנה לקשיים מהם סבל הנאשם בילדותו, כפי שעולה מהתסקירים ומעדותה של אמו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"חרף זאת הנאשם סעד את אביו, וסיים את שירותו הצבאי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לדברי הסניגור, הנאשם לקח אחריות מלאה על מעשיו, ביטא בושה וצער עליהם, וביצע את העבירות בתקופת הקורונה בה צעירים רבים סבלו ממצוקה כלכלית, ובסמוך לפטירת אביו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,['כן'],['כן'],,
עוד הפנה הסניגור לכך שהנאשם החל בטיפול פסיכולוגי רציף במסגרת קופת החולים.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם הביע צער על המעשים והוסיף שלא יחזור עליהם.,,,,,,,,,,,['כן'],,,
"הנאשם ציין, כי ימשיך בהליכים הטיפוליים הן במסגרת שירות המבחן והן אצל הפסיכולוג והפסיכיאטר המטפלים בו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לדבריו הוא בעל בית ספר למסחר ואף פיתח סטרטאפים אותם הוא מקדם, והוא בדרך להוציא רישיון לייעוץ וניהול השקעות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם הינו אדם צעיר כבן 27 נעדר הרשעות קודמות.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הנאשם נטל אחריות על מעשיו הן בבית המשפט והן בשירות המבחן.,,,,,,,,,,,,['כן'],,
"המדובר בהחזקת סם שלא לצריכה עצמית בכמות של כ-133 גרם, וניסיון מכירה של 10 גרם של סם מסוכן מסוג קנבוס, המוגדר בפסיקה כסם הנמנה על הסמים הקלים, זאת בתמורה ל- 500 ₪.",,,,,,,['קנביס (קנבוס)'],"['[133 - גרם], [10 - גרם]']",['לא בעל המעבדה'],,,,,
"הנאשם נטל אחריות על ביצוע העבירות, ביטא חרטה על המעשים, ובמסגרת הליכי טיפול שולב בטיפול פסיכולוגי ופסיכיאטרי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['כן'],,
שירות המבחן התרשם כי קיימת בנאשם מוטיבציה לניהול מערכת חיים נורמטיבית.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם בעל יכולות וכישורים, משקיע כוחות רבים בעבודה כדי לדאוג לעתידו, וכן מצליח להיעזר בגורמי טיפול.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם הינו עצמאי, עובד בתחום שוק ההון וקיים חשש שהרשעה תחבל בסיכויו לקבל רישיון עבודה בתחום זה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הרשעת הנאשם בדין מבוטלת, וההליך מסתיים באי-הרשעה, תוך קביעה שהנאשם ביצע עבירה של החזקה/שימוש בסמים שלא לצריכה עצמית, לפי סעיף 7(א) בצירוף סעיף 7(ג) רישא לפקודת הסמים המסוכנים (נוסח חדש), תשל""ג – 1973, ועבירה של ניסיון יבוא/יצוא/מסחר/הספקת סמים לפי סעיף 13 לצו בדבר סמים מסוכנים (יהודה והשומרון)  (מס' 558), תשל""ה-1975 + סעיף 25 לחוק העונשין התשל""ז – 1977.",,,,,,,,,,,,,,
צו מבחן למשך שנה.,,,,,,,,,,,,,,
התחייבות בסך 3500 ₪ להימנע מביצוע העבירה בה הורשע בכתב האישום המתוקן וזאת למשך שנה מהיום.,[],[],[],,,,,,,,,,,
