verdict,text,part
ME-17-01-620-279,"ב""כ המאשימה טענה למתחם ענישה שנע בין 6 ל-9 שנים.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"באשר לנסיבות שאינן קשורות בביצוע העבירה, ציינה התובעת, כי הנאשם לא ניהל הוכחות.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"באשר לעברו הפלילי של הנאשם טענה, כי מדובר בעבר מכביד שכולל 6 הרשעות מאז היותו נער בן 16.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"עוד הפנתה לתסקיר, שלגישתה אינו חיובי, כשצוין בו הרקע לביצוע העבירה ועולה התנהלות לא חיובית במקום המעצר.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"במסגרת ההסדר, עותרת ב""כ המאשימה להטלת ענישה המצויה בתחתית המתחם, ולקנס משמעותי הנגזר מהוראות סעיף 32 לפקודת הסמים, שיהיה בו כדי להרתיע אחרים מלייבא סם ארצה על רקע פיתוי כלכלי.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"הפנה לתסקיר ולקביעה שברקע לביצוע העבירה עמדה התמכרותו של הנאשם להימורים, כשמבחינת שב""ס אין טיפול להתמכרות זו במעצר, אלא רק לאחר גזר-הדין.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"הדגיש את נסיבות חייו המורכבות של הנאשם, אשר אומץ מברזיל, ונחשף לכך כילד, כשלגישתו נתון זה לא עובד באופן מספק על-ידי שירות המבחן.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"כן טען כי עולה עייפות מאורח החיים העברייני, הוא חזר לחיות עם גרושתו, והיא צפויה ללדת בעודו במעצר.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,הזכיר את האירוע הטראומטי של ההפלה שעברה בת-זוגו לאחר מעצרו ולאחר שהיא הובאה לחקירה.,"טיעוני ב""כ הצדדים"
ME-17-01-620-279,"אירוע זה טלטל את הנאשם, אשר הבין שמעשיו הביאו לאובדן חיים.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"הסניגור ביקש לקחת בחשבון, כי הנאשם מצוי בתנאי מעצר מיום 20.12.16, הוא הודה והביע חרטה.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"עתר שלא למצות את הדין עם הנאשם, ולהטיל עליו עונש מאסר בפועל נמוך מזה שהוטל על ואזנה.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"בדברו לבית-המשפט מסר הנאשם, בהתרגשות, כי הוא שב וחושב על יום המעצר ועל משפחתו, וכי כל יום במעצר הוא עונש בפני עצמו.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"חרטתו עמוקה, ובמיוחד כשהוא רואה מה עובר על אימו, על אשתו ועל ילדו, עימו חידש את הקשר.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"הוא מעוניין לעבור טיפול בבעיית ההימורים, ועבר כבר טיפול באלימות.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"כיום מבין, שניסה לעשות קיצור דרך אשר פוגע בכל הסובבים אותו ובו, ובניגוד לעבר מביע מוטיבציה לשנות את דפוסיו הקיימים.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"הנאשם סיים באמירה, כי הוא חולם להיות מודל חיקוי לילדיו, ולצורך כך הוא זקוק לעזרת בית-המשפט.","טיעוני ב""כ הצדדים"
ME-17-01-620-279,"בהתאם להוראות תיקון 113 לחוק העונשין בסעיף 40ג(א), לצורך קביעת מתחם העונש ההולם יש להתחשב בערך החברתי שנפגע, במידת הפגיעה בו, במדיניות הענישה הנוהגת ובנסיבות הקשורות בביצוע העבירה.",דיון והכרעה
ME-17-01-620-279,"הנאשם במעשיו פגע בערך המוגן של הגנה על שלום הציבור ובריאותו מפני הנזקים הנגרמים כתוצאה מהשימוש בסמים, כשהדברים נכונים ביתר שאת לגבי סם קשה מסוג קוקאין.",דיון והכרעה
ME-17-01-620-279,"כמות הסם וסוגו מבססים פגיעה בעוצמה גבוהה בערך המוגן, ולענין זה יפים דבריו של כב' השופט הנדל:",דיון והכרעה
ME-17-01-620-279,http://www.antidrugs.org.il/pages/924.aspx).,דיון והכרעה
ME-17-01-620-279,הפגיעה ביחיד חוזרת חלילה לפגיעה בחברה.,דיון והכרעה
ME-17-01-620-279,השימוש בסם מסוג קוקאין יוצר צורך להמשיך ולהשתמש.,דיון והכרעה
ME-17-01-620-279,"כתוצאה מכך עליו לחפש מקורות כספיים למימון רכישת הסם, לאו דווקא בדרכים חוקיות, תוך שהוא חווה הידרדרות מתמדת בתפקוד הפיזי והקוגנטיבי שלו.",דיון והכרעה
ME-17-01-620-279,"באשר לנסיבות הקשורות בביצוע העבירה, לפי סעיף 40ט(א) לחוק העונשין, ייאמר, כי המדובר באירוע פלילי המחייב באופן אינהרנטי תכנון.",דיון והכרעה
ME-17-01-620-279,"הנאשם טס לפריז, משם חזר ארצה כעבור 6 ימים, ובאמתחתו מזוודה ובה סם קשה מסוג קוקאין במשקל רב של כמעט 5 ק""ג.",דיון והכרעה
ME-17-01-620-279,"מטיעוני ב""כ המאשימה הבנתי, כי הנאשם שימש כבלדר סמים, כאשר מבחינתו המניע היה כספי, ולטענתו על רקע חובות שצבר מהימורים ואיומים שחווה מגורמים עברייניים.",דיון והכרעה
ME-17-01-620-279,"למרבה המזל, ולא בשל פעולות הנאשם עצמו, הסם נתפס בטרם הופץ, כך שבפועל לא נגרם נזק לציבור בארץ.",דיון והכרעה
ME-17-01-620-279,"מפסיקת בית-המשפט העליון עולה מסר ברור באשר לצורך לנקוט בענישה משמעותית כלפי כל המעורבים בשרשרת הפצת הסמים, לרבות כלפי הבלדרים המייבאים ומכניסים סמים לישראל:",דיון והכרעה
ME-17-01-620-279,"מתחם העונש ההולם ייקבע בהתחשב במדיניות ענישה זו ובנסיבות ביצוע העבירות, כאשר בכל הנוגע לעבירות סמים, כמות היא גם איכות: הכנסת 4.922 ק""ג קוקאין לישראל היא פגיעה שונה במהותה מאשר הכנסת סם בכמות קטנה (מבלי להקל ראש בגרם אחד של קוקאין המוחדר ארצה).",דיון והכרעה
ME-17-01-620-279,"עם זאת יובהר, כי העונש אינו גדל ביחס ישר למשקל הסם, ועל כן קיים מנעד ענישה רחב למדי בעניינם של בלדרים מייבאי הסמים.",דיון והכרעה
ME-17-01-620-279,"עיינתי בפסיקה שהוצגה על-ידי ב""כ הצדדים ובפסיקה נוספת, ולצורך קביעת מתחם העונש ההולם אציין את המרכזיים שבהם:",דיון והכרעה
ME-17-01-620-279,"הנאשם, אזרח זר כבן 64, הורשע על פי הודאתו בעבירה של ייבוא סם מסוכן.",דיון והכרעה
ME-17-01-620-279,"הנאשם הסכים להצעתו של אחר לייבא מקולומביה לישראל 7 ק""ג קוקאין, והציע לאחרת [להלן: ""מריה""] להצטרף אליו לנסיעה תמורת כסף, על-מנת לא לעורר חשד.",דיון והכרעה
ME-17-01-620-279,"הנאשם ומריה נחתו בנתב""ג, כשבמזוודתו של הנאשם נמצא קוקאין במשקל של כ- 3.5 ק""ג, ובמזוודתה של מריה נמצא קוקאין במשקל של 3.8 ק""ג.",דיון והכרעה
ME-17-01-620-279,"בית המשפט המחוזי קבע מתחם ענישה שנע בין 5 ל- 7.5 שנות מאסר, וגזר על הנאשם 5 שנות מאסר בפועל.",דיון והכרעה
ME-17-01-620-279,"עיון בגזר-הדין מעלה, כי בעניינו של ואזנה המדינה עתרה לעונש ראוי של 75 חודשי מאסר בפועל.",דיון והכרעה
ME-17-01-620-279,"מהתסקיר שהוגש בעניינו עלה, כי הוא בן גילו של הנאשם, שירת בצבא כלוחם ושוחרר על רקע משבר כלכלי של משפחתו.",דיון והכרעה
ME-17-01-620-279,גם הוא טען כי הסתבך בעבירה לאחר שנטל הלוואה מהשוק האפור ולא עמד בה.,דיון והכרעה
ME-17-01-620-279,"שירות המבחן התרשם מאדם נעדר דפוסי חשיבה והתנהגות עברייניים, המגלה מוטיבציה לטפל בחלקיו המכשילים.",דיון והכרעה
ME-17-01-620-279,"פסקי-דין אלו משקפים קשת מקרים רלבנטיים מהם יש לגזור את מתחם העונש ההולם (ולא רק על בסיס עניינו של ואזנה), כאשר לאחר ביצוע אבחנות מתבקשות, אני קובעת מתחם עונש הולם אשר נע בין 4.5 ועד 7.5 שנות מאסר בפועל.",דיון והכרעה
ME-17-01-620-279,"בעניינו של הנאשם, לא קיימים שיקולים אשר מצדיקים סטייה מהמתחם, לחומרה או לקולה.",דיון והכרעה
ME-17-01-620-279,"בגזירת העונש המתאים לנאשם, בגדרי מתחם העונש ההולם, יש להתחשב בנסיבות שאינן קשורות בביצוע העבירה, כאמור בסעיף 40יא' לחוק העונשין.",דיון והכרעה
ME-17-01-620-279,"במסגרת שיקולים אלו, יש לזקוף לזכות הנאשם את הודאתו המלאה במיוחס לו ואת החרטה שהביע בפניי.",דיון והכרעה
ME-17-01-620-279,"יש להתחשב במצבו המשפחתי של הנאשם, אשר שב לחיות עם גרושתו וחידש את הקשר עם בנו, כשכיום מצפים בני הזוג ללידת ילד נוסף (לאחר שבת-זוגו חוותה הפלה יום לאחר מעצרו).",דיון והכרעה
ME-17-01-620-279,"ברי, כי כל עונש מאסר שיוטל עליו ישפיע על הנאשם, על משפחתו הקרובה ועל הוריו, נוכח נסיבותיו המשפחתיות המורכבות.",דיון והכרעה
ME-17-01-620-279,"עם זאת, תסקיר שירות המבחן מעלה תמונה עגומה מעט, של מי שהעבריינות היא דרכו מאז נערותו, אשר בפני שירות המבחן תפס את הסתבכותו ככזו אשר נכפתה עליו בשל החובות שצבר.",דיון והכרעה
ME-17-01-620-279,"הנאשם מסר כי חש עייפות מאורח החיים השולי אותו מנהל, וביטא רצון ומוטיבציה להליך טיפולי ייעודי בתחום הגמילה מהימורים.",דיון והכרעה
ME-17-01-620-279,"גם אם יש ליתן אמון בהצהרות מילוליות אלו, הרי שמהתסקיר עולה, כי בתקופת השהייה במעצר ממשיך הנאשם בהתנהגות חסרת גבולות ורק לאחרונה הועבר לכלא אחר בשל כך.",דיון והכרעה
ME-17-01-620-279,"אין מקום למזער מחומרת עברו הפלילי של הנאשם, אשר ביצע מאז קטינותו מגוון עבירות רכוש, אלימות – לרבות כלפי בת-זוגו ושוד מזויין, כשעד היום ריצה מאסרים ממושכים, המסתכמים בכ – 4 שנות מאסר בפועל, אשר לא הרתיעו אותו מלהסלים את פעילותו הפלילית.",דיון והכרעה
ME-17-01-620-279,"יצוין, כי עמדותיו של הנאשם, דפוסיו העברייניים ועברו המכביד הם המבססים את השוני הברור בינו לבין ואזנה.",דיון והכרעה
ME-17-01-620-279,"אשר על כן, לאור כל האמור לעיל, יש להטיל על הנאשם עונש המצוי מעל לרף התחתון של המתחם, ובהתאם גוזרת את דינו כדלקמן:",דיון והכרעה
ME-17-01-620-279,"מאסר בפועל בן 5 שנים ו – 6 חודשים, שיימנה מיום מעצרו 20.12.16.",דיון והכרעה
ME-17-01-620-279,12 חודשי מאסר על תנאי שלא יעבור בתוך 3 שנים מיום שחרורו עבירות סמים מסוג פשע; 6 חודשי מאסר על תנאי שלא יעבור בתוך 3 שנים מיום שחרורו עבירות סמים מסוג עוון.,דיון והכרעה
ME-17-01-620-279,"הנאשם ישלם קנס על סך 10000 ₪ או 3 חודשי מאסר תמורתו, וזאת עד ליום 1.2.19.",דיון והכרעה
ME-17-01-620-279,הודעה זכות ערעור לבית-המשפט העליון תוך 45 יום.,דיון והכרעה
ME-17-01-620-279,"54678313ניתן היום,  י""א אייר תשע""ח, 26 אפריל 2018, במעמד ב""כ הצדדים והנאשם.",דיון והכרעה
ME-17-01-620-279,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",דיון והכרעה
ME-17-01-620-279,דנה מרשק מרום 54678313-/,דיון והכרעה
ME-17-01-620-279,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,דיון והכרעה
