,verdict,text,part
32,SH-16-08-25307-HK-L,"מן התסקיר עולה, כי הנאשם אומץ על ידי דודתו בינקותו וגדל עמה ועם ילדיה.",תסקיר שירות המבחן
33,SH-16-08-25307-HK-L,"מדובר במשפחה חרדית מרובת ילדים, ובסך הכל עולה תמונה משפחתית חמה וקשרים חזקים של הנאשם לאמו ולאחיו הבכור.",תסקיר שירות המבחן
34,SH-16-08-25307-HK-L,"הנאשם למד במסגרות חרדיות ובתקופה מתקדמת יותר, ובשל קשיים, עבר ללמוד במסגרות מקלות יותר.",תסקיר שירות המבחן
35,SH-16-08-25307-HK-L,"בסופו של דבר, ולמרות גישה ביקורתית מצד סביבתו הקרובה, התגייס לצה״ל במסגרת תוכנית ״נצח יהודה״, והוא חווה את שירותו הצבאי כחוויה מעצימה וחיובית.",תסקיר שירות המבחן
36,SH-16-08-25307-HK-L,הוא השתלב בתפקידי לחימה ופיקוד (הוצגו מסמכים ע״י הסניגורית).,תסקיר שירות המבחן
37,SH-16-08-25307-HK-L,"למרבה הצער, במהלך מערכת ״צוק איתן״ בה השתתף כלוחם, איבד חברים קרובים לרבות חברו הקרוב ביותר, ומאז הוא נושא עמו טראומה קשה זו, וספק אם התגבר עליה.",תסקיר שירות המבחן
38,SH-16-08-25307-HK-L,"הנאשם ביקש לדחות את סיום שירותו לצורך השתלבות בלימודים גבוהים, ובמקביל עבד כשליח ברשת מזון מהיר.",תסקיר שירות המבחן
39,SH-16-08-25307-HK-L,הנאשם שוהה במעצר מיום 28.7.2016.,תסקיר שירות המבחן
40,SH-16-08-25307-HK-L,"שב״ס לא דיווח על חריגות כלשהן בתקופת מעצרו של הנאשם, אם כי שירות המבחן מציין בתסקירו, כי הנאשם חווה באופן לא פשוט את המעצר לנוכח הממשק עם אסירים אחרים.",תסקיר שירות המבחן
41,SH-16-08-25307-HK-L,"אשר להתייחסותו לעבירות, שירות המבחן התרשם כי הנאשם הביע חרטה כנה והכאה על חטא, והוא חש בושה מעצם מעורבותו בפלילים.",תסקיר שירות המבחן
42,SH-16-08-25307-HK-L,הוא הסביר את מעשיו כהיסחפות על רקע רצון להשתייכות חברתית.,תסקיר שירות המבחן
43,SH-16-08-25307-HK-L,"שירות המבחן מתרשם, כי מדובר באיש צעיר שטרם השלים את תהליך עיצובו והתגברותו, והוא נושא עמו חוויות לא פשוטת הנוגעות להיותו מאומץ, לשירותו הצבאי הקשה לאובדן שנלווה לו, ולרצונו להתערות בחברה.",תסקיר שירות המבחן
44,SH-16-08-25307-HK-L,"על רקע זה החל לצרוך סמים ואלכוהול לאחר שחרורו, בהם מצא מפלט למכאוביו.",תסקיר שירות המבחן
45,SH-16-08-25307-HK-L,"שירות המבחן מציין, כי הנאשם נמצא בתהליך של הפקת לקחים ראשוניים ויש בו נכונות לטיפול ולראיה ביקורתית של כשליו ההתנהגותיים.",תסקיר שירות המבחן
46,SH-16-08-25307-HK-L,"שירות המבחן מעריך, כי משום שהנאשם טרם התגבר על הקשרים האישיים שתוארו, הדבר מהווה גורם מגביר סיכון.",תסקיר שירות המבחן
47,SH-16-08-25307-HK-L,"מאידך, נמצא כי גישתו של הנאשם למעשיו, נטילת האחריות ונכונותו לטיפול מהווים גורם מפחית סיכון.",תסקיר שירות המבחן
48,SH-16-08-25307-HK-L,"בשורה התחתונה סבור שירות המבחן, כי לנוכח הנסיבות, העובדה שהמעצר וההליך הפלילי נתפסים ע״י הנאשם כחוויה משמעותית והעובדה שהוא נכון לבצע שינוי, יש מקום להימנע ממאסר ממש, ויש מקום להשית על הנאשם מאסר בעבודות שירות, לצד צו מבחן במסגרתו יטופל ביחידת ההתמכרויות לצעירים ובני נוער בירושלים.",תסקיר שירות המבחן
49,SH-16-08-25307-HK-L,"ב״כ מאשימה טען, כי יש להשית על הנאשם עונש מאסר משמעותי.",טיעונים לעונש
50,SH-16-08-25307-HK-L,"לצד הנסיבות שיש לזקוף לזכותו לרבות הודאתו, גילו הצעיר והיעדר העבר הפלילי, מנה ב״כ המאשימה כנסיבות מחמירות את פרק הזמן הארוך שבו בוצעו העבירות, את העובדה שהנאשם החזיק בסמים המוכנים לסחר ואכן סחר בהם פעמים רבות ואת הנסיבות של תיק התעבורה.",טיעונים לעונש
51,SH-16-08-25307-HK-L,"ב״כ המאשימה אינו מקבל כי העובדה שהסחר בוצע בין חברים מהווה נסיבה מקילה , אלא ההיפך מכך.",טיעונים לעונש
52,SH-16-08-25307-HK-L,"לטעמו, לא התברר עד כה המניע לסחר, ועל-כן הגיע לכלל מסקנה כי מדובר בבצע כסף.",טיעונים לעונש
53,SH-16-08-25307-HK-L,"אשר למתחמי הענישה, ביקש ב״כ המאשימה לקבוע מתחם נפרד לכל אישום.",טיעונים לעונש
54,SH-16-08-25307-HK-L,"אשר לעבירת החזקת הסמים שלא לצריכה עצמית, עתר ב״כ המאשימה למתחם שבין 6 ל-18 חודשים; ביחס לעבירות הסחר, טען ב״כ המאשימה למתחם  שבין 3 ל-12 חודשים; לגבי נהיגה בשכרות טען למתחם שבין 6 ל-18 חודשי מאסר; אשר להפרעה לשוטר טען למתחם שבין מע״ת ל-8 חודשי מאסר.",טיעונים לעונש
55,SH-16-08-25307-HK-L,"עוד טען, כי יש מקום להטיל עונש מאסר במדרג הבינוני-נמוך של המתחם, כאשר אין מקום לאמץ את המלצת התסקיר להטלת עבודות שירות, לנוכח רמת הענישה הנוהגת.",טיעונים לעונש
56,SH-16-08-25307-HK-L,כמובן שב״כ המאשימה היפנה לפסיקה לתמוך את עמדתו.,טיעונים לעונש
57,SH-16-08-25307-HK-L,"בנוסף, ביקש ב״כ המאשימה לחלט את הכספים שנתפסו ואת הקטנוע, וכן להשמיד את הסמים.",טיעונים לעונש
58,SH-16-08-25307-HK-L,"הסניגורית ביקשה לאמץ את המלצת שירות המבחן ולהטיל על הנאשם עונש מאסר לריצוי בעבודות שירות, או לחילופין, ביקשה להסתפק בתקופת מעצרו של הנאשם עד היום (כ-8 חודשים).",טיעונים לעונש
59,SH-16-08-25307-HK-L,"הסניגורית הדגישה את נסיבותיו האישיות של הנאשם, את חוויותיו הקשות בשירותו הצבאי, לצד ההערכה הרבה לה זכה ממפקדיו (הוגשו תעודות).",טיעונים לעונש
60,SH-16-08-25307-HK-L,"הסניגורית ביקשה להתייחס למכלול האישומים כאל אירוע אשר לנוכח הפסיקה הנוהגת לטעמה, כשהיא מקבלת את המתחם שבין 3 ל-12 חודשי מאסר ביחס לעבירות הסחר.",טיעונים לעונש
61,SH-16-08-25307-HK-L,"הסניגורית ביקשה להימנע מחילוט הכספים והקטנוע, שלטענתה, אינם נוגעים לעבירות הסמים, אלא הם פרי חיסכון.",טיעונים לעונש
62,SH-16-08-25307-HK-L,הסניגורית לא התנגדה להטלת צו מבחן.,טיעונים לעונש
63,SH-16-08-25307-HK-L,"הנאשם בדברו האחרון הודה, כי המעשים שבביצועם הודה הם חמורים, הגם שבהתחלה לא הבין את חומרתם.",טיעונים לעונש
64,SH-16-08-25307-HK-L,"כיום הוא מבין גם מבין חומרתם לאחר שהיה ממושכת במעצר, וסיפר על קשייו מאחורי סורג ובריח.",טיעונים לעונש
65,SH-16-08-25307-HK-L,"הנאשם הביע חרטה על מעשיו והתרשמתי כי הדבירם עולים מעמקי נשמתו של הנאשם, כפרי של חשבון נפש.",טיעונים לעונש
66,SH-16-08-25307-HK-L,"קביעת מתחם הענישה – מתחם הענישה צריך להתייחס לעקרון ההלימה, הנוגע ליחס לערך החברתי המוגן, מידת הפגיעה בו, מדיניות הענישה הנוהגת ונסיבות ביצוע העבירה.",טיעונים לעונש
67,SH-16-08-25307-HK-L,"אשר לערך המוגן – העבירות אותן עבר הנאשם פוגעות בערך המוגן של שמירה על שלום הציבור ובריאותו מפני נגע הסמים, שאינו מבחין בין ״סמים קלים״ ל״סמים קשים״, שתוצאות השימוש בהם וההתמכרות אליהם קשות, ארוכות טווח ורחבות היקף וחורגות מעניינו של אדם אחר, ונוגעות לכלל החברה.",טיעונים לעונש
68,SH-16-08-25307-HK-L,"נגע הסמים פוגע בחברה, מקטון ועד גדול, ונזקיו מרובדים לכל תחומי החיים: הן בפן האישי, הן בפן החינוכי, ההתפתחותי, התרבותי, הרפואי והכלכלי.",טיעונים לעונש
69,SH-16-08-25307-HK-L,"המחיר שנגע זה בגובה הוא ללא שיעור, עמוק ומצער עד מאד.",טיעונים לעונש
70,SH-16-08-25307-HK-L,נאמר לאחרונה ב-ע״פ 3669/14 גולן נ׳ מ״י  (מיום 18.12.2016):,טיעונים לעונש
71,SH-16-08-25307-HK-L,"״אין צורך להכביר מלים על חומרתן הרבה של עבירות הסמים, לנוכח פוטנציאל הנזק המשמעותי הגלום בהן – הן לחברה בכללה והן לניזוקים הישירים – ועל הצורך להיאבק בהן באמצעות ענישה מרתיעה, שאף מצויה במגמת החמרה״.",טיעונים לעונש
72,SH-16-08-25307-HK-L,"בענייננו, מידת הפגיעה בערך המוגן משמעותית, שעה שמדובר בעבירות שבוצעו על-פני תקופה ארוכה ובמצטבר מדובר בכמויות לא מבוטלות של סם.",טיעונים לעונש
73,SH-16-08-25307-HK-L,בהקשר זה ראויים לציטוט הדברים הבאים:,טיעונים לעונש
74,SH-16-08-25307-HK-L,״אף אם כמויות הסמים נושא העבירות ׳קטנות׳ – כטענת המבקש – אין בכך כדי להפחית מחומרתן של עבירות אלה ומהצורך למגר אותן באמצעות הטלת עונש בעל היטב הרתעתי״ (רע״פ 7996/12 יוסף נ׳ מ״י (מיום 23.1.2013)).,טיעונים לעונש
75,SH-16-08-25307-HK-L,יש להוסיף לכך את העובדה שמיוחסת לנאשם עבירה של נהיגה בשכרות.,טיעונים לעונש
76,SH-16-08-25307-HK-L,"עבירה זו חמורה היא, משום שהיא פוגעת בערך חיי האדם ויכולתם של המשתמשים בדרך, הולכי רגל ונהגים, להגיע בשלום ממקום למקום.",טיעונים לעונש
77,SH-16-08-25307-HK-L,נהיגה בשכרות פוגעת במידה לא מבוטלת בערך בשל הסיכון הרב הנשקף ממנה.,טיעונים לעונש
78,SH-16-08-25307-HK-L,"לפי סעיף 40ט׳ לחוק העונשין, בין הנסיבות הקשורות בביצוע העבירה יש לשקול את אלה, לעניין קביעת המתחם: הנאשם ניהל ״עסק״ של סמים, לרבות החזקת כמות גדולה של סמים מחולקת למנות לצורך סחר, הן ברכבו הן בביתו; הוא ביצע את העבירות באופן בלעדי ועצמאי; הנזק הצפוי להיגרם מעבירות סמים ידוע; והנזק שצפוי היה להיגרם הן מהסחר והן מעבירת התעבורה בשכרות הוא בל ישוער; בניגוד לעמדת ב״כ המדינה, אני סבור כי שירות המבחן ״פיצח״ את המניעים לעבירות, במובן זה שלסברת שירות המבחן, השימוש והסחר בסמים נועד לסייע לנאשם להשתלב חברתית – אך מובן שזהו מניע פסול, אך אין כאן רכיב דומיננטי של ״בצע כסף״; אין ספק כי לנוכח ביצוע העבירות באופן מתמשך, הנאשם ידע היטב את שהוא עושה, אך ייתכן שבשל גילו הצעיר, לא שקל עד הסוף, כנדרש, את משמעות המעשי, ולא התקיים בו ״סוף מעשה במחשבה תחילה״.",טיעונים לעונש
79,SH-16-08-25307-HK-L,מדיניות הענישה הנוהגת – סקירת הפסיקה בנסיבות דומות מלמדת על טווח עונשי רחב המוטל על נאשמים.,טיעונים לעונש
80,SH-16-08-25307-HK-L,"יחד עם זאת ברור כשמש כי בנסיבות אלו, העונש הראוי הנו עונש מאסר, ואין מקום לשקול עבודות שירות, לנוכח חומרת העבירות וריבוין.",טיעונים לעונש
81,SH-16-08-25307-HK-L,"בידוע, מעמדו של שירות מבחן הנו כשל גורם מייעץ, והמלצתו, מהווה אך שיקול בשיקולים של בית המשפט האמון  על גזירת הדין.",טיעונים לעונש
82,SH-16-08-25307-HK-L,אשר לעבירה של החזקת סם שלא לצריכה עצמית – עיון בפסיקה הן לעניין ענישה והן לעניין מתחמי ענישה מלמדת על פסיקה מגוונת.,מתחמי הענישה
83,SH-16-08-25307-HK-L,"יחד עם זאת, ב-8409/15  חביב נ׳ מ״י (מיום 9.12.2015) אושר מתחם ענישה שבין שמונה לשמונה-עשר חודשי מאסר, כאשר שם דובר בהחזקת סם מסוג קוקאין.",מתחמי הענישה
84,SH-16-08-25307-HK-L,"המאשימה עותרת לקבוע מתחם שבין 6 ל-18 ח׳ מאסר, ואולם הדבר אינו עומד ביחס למתחם שציינתי הנוגע לסמים קשים יותר מקנבוס, בו אנו עוסקים.",מתחמי הענישה
85,SH-16-08-25307-HK-L,"לפיכך, יש להעמיד את המתחם בהקשר זה בין שלושה ל-14 חודשי מאסר.",מתחמי הענישה
86,SH-16-08-25307-HK-L,אשר לסחר בכמויות קטנות של סם מסוג חשיש תמורת מאות שקלים – ב-ת״פ (שלום י-ם) 726-01-14 מ״י נ׳ זיתון (מיום 21.7.2014) נקבע מתחם שבין שלושה לעשרה חודשי מאסר בפועל.,מתחמי הענישה
87,SH-16-08-25307-HK-L,"לעומת זאת ב-ת״פ (שלום י-ם) 17400-02-14 מ״י נ׳ ג׳ובראן (מיום 2.7.2014) נקבע מתחם ענישה שבין חודש לשישה חודשי מאסר, מתחם אותו אימצתי ב-ת״פ 16732-03-17 מ״י נ׳ טאקיס (מיום 20.3.2017) ויפה גם לענייננו כאן.",מתחמי הענישה
88,SH-16-08-25307-HK-L,אשר לעבירת הנהיגה בשכרות – עיון בפסיקה נוהגת מלמד כי אין בסיס לבקשת המדינה לקבוע מתחם ענישה שבין 6 ל-18 ח׳ מאסר.,מתחמי הענישה
89,SH-16-08-25307-HK-L,סקירת הפסיקה מלמדת כי עונשי מאסר מוטלים בנסיבות חמורות בהן נלוות לעבירה זו עבירות נוספות או שנגרם נזק לגוף (למשל״ רע״פ 7971/15 גלקולי נ׳ מ״ (מיום 25.1.2016)).,מתחמי הענישה
90,SH-16-08-25307-HK-L,"לפיכך, קובע מתחם שבין מע״ת ל-6 ח׳ מאסר בהתאם לנסיבות המקרה.",מתחמי הענישה
91,SH-16-08-25307-HK-L,אשר להפרעה לשוטר – ניתן לקבוע מתחם שבין מע״ת ל-חודשיים מאסר בנסיבות העניין.,מתחמי הענישה
92,SH-16-08-25307-HK-L,"אשר לשאלה, האם מדובר ב״ארוע״ אחד או מספר ״אירועים״, אני סבור כי יש להתייחס לאישום הראשון כאל אירוע אחד מובחן, ואילו לעבירות הסחר ביתר האישומים כאל אירוע אחד, בשל תבנית הפעולה והמחשבה הפלילית האחרת שעמדה מאחוריהם (ר׳ בהקשר זה את המבחן הצורני המוזכר בסעיף 29 לפסק דינו של כב׳ השפט דנציגר ב-ע״פ 4910/13 בני ג׳אבר נ׳ מ״י (מיום 29.10.2014)).",אירוע אחד או שמא ריבוי אירועים?
93,SH-16-08-25307-HK-L,"כמובן, שיש להתייחס בנפרד לאירועים נשוא תיק התעבורה.",אירוע אחד או שמא ריבוי אירועים?
94,SH-16-08-25307-HK-L,"לפיכך, יש לקבוע עונש מצטבר עבור כל אחת מחטיבות האישום – החזקה שלא לצריכה עצמית; סחר בסמים; תיק התעבורה .",אירוע אחד או שמא ריבוי אירועים?
95,SH-16-08-25307-HK-L,"לפי סעיף 40 י״א לחוק העונשין, ניתן לתת משקל לנסיבות הבאות שאינן קשורות בביצוע העבירה, במסגרת גזירת העונש בתוך המתחם: הנאשם אדם צעיר בתחילת דרכו, ללא עבר פלילי, ואין ספק כי מעצרו הממושך ועונש המאסר גרמו ויגרמו לפגיעה במסלול התקדמותו בחיים; הנאשם נטל אחריות מלאה למעשיו והוא נכון להירתם להליך טיפולי; הנאשם עבד כל חייו הבוגרים, התגייס לצבא, לחם ופיקד על חיילים ובכך תרם רבות לביטחון המדינה; במהלך חייו חווה משברים רבים לרבות אובדן חבריו הקרובים במערכת ״צוק איתן״, כששירות המבחן מצא קשר בין הטראומות האמורות לבין הפניה לעולם הסמים.",נסיבות שאינן קשורות בעבירה
96,SH-16-08-25307-HK-L,"לנוכח כל האמור, ביחס להחזקת הסם, יש למקם את הנאשם בשליש הראשון של המתחם (כ-4.5 חודשים); ביחס לסחר בסם, יש למקם את הנאשם בחלקו העליון שלה מתחם (כ-6 חודשים); ביחס לתיק התעבורה (נהיגה בשכרות והפרעה לשוטר) יש להעמידו באמצע המתחם (כחודשיים).",המיקום במתחם
97,SH-16-08-25307-HK-L,"בנוסף, יש לקבוע כי הענישה תצטבר.",המיקום במתחם
98,SH-16-08-25307-HK-L,"לפיכך, אני מחליט לגזור על הנאשם את העונשים הבאים:",המיקום במתחם
99,SH-16-08-25307-HK-L,12 חודשי מאסר בפועל לריצוי מיום מעצרו 28.7.2016;,המיקום במתחם
100,SH-16-08-25307-HK-L,"6 חודשי מאסר, שלא ירוצו אלא אם יעבור הנאשם עבירה על החזקת סם שלא לצריכה עצמית או סחר בסם וזאת בתוך שלום מיום שחרורו;",המיקום במתחם
101,SH-16-08-25307-HK-L,"4 חודשי מאסר, שלא ירוצו אלא אם יעבור הנאשם עבירה של נהיגה בשכרות וזאת בתוך שלוש מיום שחרורו;",המיקום במתחם
102,SH-16-08-25307-HK-L,"חודש מאסר, שלא ירוצה אלא אם יעבור הנאשם עבירה כלפי שוטרים וזאת בתוך שלוש מיום שחרורו;",המיקום במתחם
103,SH-16-08-25307-HK-L,12 חודשי פסילה בפועל מיום שחרור; אין צורך בהפקדת הרישיון והפסילה תימנה מהיום אך תחל מיום שחרורו.,המיקום במתחם
104,SH-16-08-25307-HK-L,"לנוכח רכיבי העונש המשמעותיים האחרים, נמנע מפסילה ארוכה יותר.",המיקום במתחם
105,SH-16-08-25307-HK-L,"12 ח׳ פסילה על נאי, שלא יעבור הנאשם בתוך שלוש שנים משחרורו את העבירות בהן הורשע למעט קביעה כלפי שוטרים.",המיקום במתחם
106,SH-16-08-25307-HK-L,"לפי סעיף 36 לפקודה מורה על חילוט האופנוע מ״ר 14-722-79 אשר שימש לצורך ביצוע עסקאות הסם, וכן מורה על חילוט כל הכספים שנתפסו אצל הנאשם, שגם להם זיקה ישירה לעבירות הסמים.",המיקום במתחם
107,SH-16-08-25307-HK-L,לא מצאתי בסיס להכריז על הנאשם ״סוחר סמים״ ועל כן אמנע מכך.,המיקום במתחם
108,SH-16-08-25307-HK-L,אני נמנע מלהטיל קנס על הנאשם לנוכח גילו הצעיר והיעדר יכולות כלכליות.,המיקום במתחם
109,SH-16-08-25307-HK-L,מטיל צו מבחן לתקופה של 18 חודשים החל מיום שחרורו של הנאשם.,המיקום במתחם
110,SH-16-08-25307-HK-L,"במהלך תקופה זו הנאשם מחויב בשיתוף פעולה עם שירות המבחן, כאשר מובהר כי הפרת הצו תוכל להביא לפתיחה מחודשת של המשפט וגזירת עונשו של הנאשם, לרבות עונש המאסר.",המיקום במתחם
111,SH-16-08-25307-HK-L,מורה על השמדת הסמים.,המיקום במתחם
112,SH-16-08-25307-HK-L,54678313יש לשלוח העתק לשירות המבחן.,המיקום במתחם
113,SH-16-08-25307-HK-L,"ניתן והודע היום ט׳ ניסן תשע״ז, 5/4/2017 במעמד הנוכחים.",המיקום במתחם
114,SH-16-08-25307-HK-L,דוד שאול גבאי ריכטר 54678313,המיקום במתחם
