,verdict,text,part
26,sh-10-05-7434-952,"ציין כי בענייננו לא קיים חשש להחזקת נשק ללא רישיון או אישור השבתה בידי מי שאינו מיומן בשימוש בו, הואיל הנאשם מיומן בכך, ואף מחזיק כדין כלי ירי רבים אחרים, ברישיון או באישור כי מושבתים הם, וכל חטאו הוא ששכח להשבית או לבקש רישיון עבור שני האקדחים.",גזר דין
27,sh-10-05-7434-952,"הצביע על חשש קונקרטי לפגיעה בעבודתו ובפרנסת משפחתו, שהוא מפרנסהּ העיקרי, בשל הודעת המעביד, ונוכח גילו - כבן 50, יקשה עליו למצוא עבודה חדשה אם יפוטר.",גזר דין
28,sh-10-05-7434-952,"מעבר לכך, אם יורשע – יימנע ממנו לעסוק בתחביבו רב השנים בתחום כלי נשק, ובכך ייגרם לו עוול משמעותי, אשר יעלה על הפגיעה באינטרס הציבורי.",גזר דין
29,sh-10-05-7434-952,"לפי כל אלו, עתר לבטל את ההרשעה, ולהטיל צו של""צ.",גזר דין
30,sh-10-05-7434-952,"הנאשם בדיון הביע צער וחרטה, והדגיש כי לא ראה באקדחים הישנים כלי יריה המצריכים רישיון, אלא פריטי אספנות גרידא.",גזר דין
31,sh-10-05-7434-952,"בית המשפט העליון עמד לא אחת על חומרת עבירת החזקת הנשק שלא כדין, על הסכנה כי נשק כזה יגיע לידי גורמים עברייניים ויסכן את שלומם וביטחונם של אזרחים תמימים, ועל הצורך להתריע ולהרתיע באמצעות ענישה מחמירה.",גזר דין
32,sh-10-05-7434-952,"נקבע כי חרף עברו הנקי, גילו הצעיר, ומצבו המשפחתי הקשה, חומרת העבירה מצדיקה מאסר בפועל.",גזר דין
33,sh-10-05-7434-952,"שם נדחה ערעור על חומרת העונש שנגזר על מי שהורשע בהחזקת נשק שלא כדין ובהחזקת נכס החשוד כגנוב - אקדח, שתי מחסניות ותחמושת - ושנדון ל-24 חודשי מאסר ו-12 חודשים מאסר על-תנאי.",גזר דין
34,sh-10-05-7434-952,"הלה היה בעל עבר פלילי, ובכללו עבירת חבלה חמורה בנסיבות מחמירות תוך שימוש בנשק חם, בגינה ריצה עונש מאסר ממושך.",גזר דין
35,sh-10-05-7434-952,"שם הוחמר עונשו של מי שהורשע בהחזקת נשק שלא כדין – אקדח, מחסנית ותחמושת, ובהפרעה לשוטר במילוי תפקידו, ולו הרשעות קודמות, והוטלו שנתיים מאסר בפועל ושנה מאסר על תנאי.",גזר דין
36,sh-10-05-7434-952,"בשונה לחומרה מענייננו, שם דובר בבעל הרשעות קודמות, לרבות במעשה דומה של החזקת בלון גז משטרתי כשנתיים קודם, אך גם נלקחו בחשבון לקולא נסיבותיו האישיות - היותו נשוי ומטופל בילדים קטנים ובהורים זקנים וחולים, ומצב כלכלי קשה.",גזר דין
37,sh-10-05-7434-952,"ענייננו נבדל לקולא מחלק מהמקרים דלעיל, בכך שלנאשם דכאן עבר נקי, והתנהגות נורמטיבית ככלל כעולה מהתסקיר, לו רקע באיסוף ובשימוש ספורטיבי בכלי נשק כדין, התביעה הודתה כי לא ניתן לומר שבשני האקדחים נעשה שימוש למטרה פלילית, או שהם  נגנבו, הם לא הוחבאו בנסיבות מחשידות בתוך גרב תחת מיטה, ולא הותאם אליהם משתיק קול.",גזר דין
38,sh-10-05-7434-952,"עיינתי בפסיקה שהגיש ב""כ הנאשם לעניין אי הרשעה בעבירת החזקת נשק שלא כדין, ושוני בין נסיבותיה לנסיבות ענייננו.",גזר דין
39,sh-10-05-7434-952,"שם אין מדובר בהחזקת נשק קטלני, בעוד שכאן עסקינן בהחזקת שני כלי נשק קטלניים, שיש ביכולתם להמית.",גזר דין
40,sh-10-05-7434-952,"בנוסף, בחלק מפסקי הדין דשם צוינו נסיבות אישיות קשות ומיוחדות, שאין כמותן בענייננו.",גזר דין
41,sh-10-05-7434-952,שקלתי את כל שהובא בפניי.,גזר דין
42,sh-10-05-7434-952,"לחומרה שקלתי את טיב העבירה וחומרתה, את ההחזקה שלא כדין של שני אקדחים שמישים וקטלניים, ובמיוחד את נסיבות החזקת אקדח ""ברטה"" עם מחסנית בפנים בשקית ניילון בארון המטבח, שזה ודאי אינו מקום שבשגרה מחזיק אספן את נשקיו.",גזר דין
43,sh-10-05-7434-952,"שקלתי את המסוכנות הגלומה בעבירה שכזו ואת הסכנה לשלום הציבור בהימצא כלי נשק תקינים תחת ידו של מי שאינו מורשה להחזיקם, את הסיכון שיגיעו לידי עברייניים ומאן דהוא ייפגע; ואת האינטרס הציבורי להתריע ולהרתיע.",גזר דין
44,sh-10-05-7434-952,"שקלתי את שהובא בפניי, כי לכל הנשקים האחרים רישיונות או אישורים לאי שמישותם, מה שמעמיד בספק את טענת ""השכחה"" אודות נסיבות החזקת שני הנשקים דנן, ומעלה חשד וחשש שמא הוחזקו למטרה שונה מאשר אספנות.",גזר דין
45,sh-10-05-7434-952,"לקולא שקלתי את ההודיה והחיסכון בזמן שיפוטי; את החרטה ונטילת האחריות; את עברו הנקי והתנהגותו הנורמטיבית; את תנאי השחרור בערובה שלא הופרו; את העובדה כי מרבית כלי הנשק בביתו הוחזקו באישור השבתה או ברישיון; את הנסיבות האישיות – היותו מפרנס, לצד אשתו, של נער קטין; את הטענה בדבר חשש מפגיעה בעבודתו – שלא שוכנעתי בכנותה וכן לא הוכח בפניי כי לא יוכל להמשיך בה, ולו באופן חלקי, או להמשיך לעסוק במקצועו – ואת החשש מפגיעה בהמשך עיסוקו בתחביבו רב השנים בתחום כלי הירי.",גזר דין
46,sh-10-05-7434-952,"משמדובר בעבירות בנשק שבוצעו בידי מי שהכללים ידועים לו היטב, לא ניתן גם בנסיבות דנן, להימנע מהרשעה.",גזר דין
47,sh-10-05-7434-952,"לא זה המקרה הראוי, והיעתרות לבקשה יכול שתשגר מסר מוטעה לציבור בכללותו.",גזר דין
48,sh-10-05-7434-952,אם לא החמרתי עם הנאשם הרי זה בשל נטילת האחריות והחיסכון בזמן שיפוטי.,גזר דין
49,sh-10-05-7434-952,"על פי כל אלו, מוצאת אני להטיל על הנאשם עונש כדלקמן: –",גזר דין
50,sh-10-05-7434-952,"מאסר בפועל לתקופה שבין 5.5.10 ל-10.5.10, שבמהלכה שהה במעצר, וכן ארבעה חודשי מאסר בפועל לריצוי בדרך של עבודות שירות, שירוצו, בהסכמתו, לפי קביעת הממונה, בבית חולים שניידר שברחוב קפלן 14 בפתח תקווה, חמישה ימים בשבוע, 8.5 שעות עבודה יומיות, בפיקוח אני פרץ, טל' 050-6278541, החל מיום 2.6.2011.",גזר דין
51,sh-10-05-7434-952,"במועד האמור בשעה 8:00 יתייצב בפני המפקח על עבודות שירות לצורך קליטה והצבה במפקדת מחוז מרכז, יחידת עבודות שירות ת.ד.",גזר דין
52,sh-10-05-7434-952,"81 רמלה 72100, אוטובוס מתחנה מרכזית רמלה או לוד קו מספר 247.",גזר דין
53,sh-10-05-7434-952,"הוסבר לנאשם כי עליו לעדכן את משרד הממונה בכל שינוי אם יחול בכתובת מגוריו, וכן שעליו לעמוד בתנאי הפיקוח וביקורות פתע, וכי כל הפרה בעבודות השירות עשויה להביא להפסקה מנהלית ולריצוי יתרת העונש במאסר ממש.",גזר דין
54,sh-10-05-7434-952,"שישה חודשי מאסר על תנאי, אותם לא יישא אלא אם בתוך שלוש שנים מהיום יחזור ויעבור על העבירה בה הורשע, או כל עבירה הקשורה לנשק, סיוע או ניסיון לעוברה.",גזר דין
55,sh-10-05-7434-952,"מוטל קנס בגובה 4,000 ₪ או ארבעה חודשי מאסר תחתיו; הקנס ישולם בארבעה תשלומים חודשיים שווים ורצופים, החל מיום 28.5.11, ואם לא יעמוד באחד התשלומים במועדו, תעמוד יתרת הקנס לפירעון מיידי.",גזר דין
56,sh-10-05-7434-952,כלי הנשק המוחזקים ללא רשיון  - יחולטו.,גזר דין
57,sh-10-05-7434-952,יתר המוצגים שנתפסו יוחזרו לבעליהם.,גזר דין
58,sh-10-05-7434-952,"בהסכמה שניתנת במעמד זה, הקנס יקוזז מהפקדון.",גזר דין
59,sh-10-05-7434-952,"יתרת הפקדון עומדת לאחר הקיזוז על 6,000 ₪.",גזר דין
60,sh-10-05-7434-952,"בנסיבות אלה, 3,000 ₪ יוחזרו למפקיד כבר בשלב זה ו-3,000 נותרים ישארו בתיק להבטחת ריצוי העונש עד תום.",גזר דין
61,sh-10-05-7434-952,"משיועבר לבית-המשפט אישור על סיום ריצוי עבודות השירות, יתרת ה-3,000 ₪ יוחזרו למפקיד.",גזר דין
62,sh-10-05-7434-952,זכות ערעור לבית המשפט המחוזי תוך 45 יום.,גזר דין
63,sh-10-05-7434-952,"ניתן  והודע  היום ח' אייר תשע""א, 12/05/2011 במעמד הנוכחים.",גזר דין
64,sh-10-05-7434-952,ליה לב און 54678313,גזר דין
65,sh-10-05-7434-952,הוקלד על ידי: סיגל עזורי,"ליה לבאון, סגנית נשיאה"
66,sh-10-05-7434-952,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,"ליה לבאון, סגנית נשיאה"
67,sh-10-05-7434-952,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן","ליה לבאון, סגנית נשיאה"
