feature_key,text,extraction
HELD_WAY,"עוד טענה כי מקום ואופן החזקת שני האקדחים מעיד על סכנה בהם, ותמכה טענתה בעובדה כי אקדח ה""ברטה"" נמצא כשהוא עטוף בניילון בתוך ארון מטבח מעל הכיור עם מחסנית בפנים, וכי אקדח  ה""לאמה"" נמצא בחדר השינה במגירת השידה הצמודה למיטה, כשמספרוֹ הסידורי מחוּק.",[]
STATUS_WEP,"עוד טענה כי מקום ואופן החזקת שני האקדחים מעיד על סכנה בהם, ותמכה טענתה בעובדה כי אקדח ה""ברטה"" נמצא כשהוא עטוף בניילון בתוך ארון מטבח מעל הכיור עם מחסנית בפנים, וכי אקדח  ה""לאמה"" נמצא בחדר השינה במגירת השידה הצמודה למיטה, כשמספרוֹ הסידורי מחוּק.",[]
TYPE_WEP,"עוד טענה כי מדובר בכלי נשק קטלניים, והגישה חוות דעת מומחה, לפיה אקדח ה""ברטה"" ואקדח ה""לאמה"" שנמצאו, פועלים ובכוחם להמית.","['ברטה', 'אקדח']"
TYPE_WEP,"ב""כ הנאשם, עו""ד עין צבי ס""צ, טען לעניין אקדח ה""לאמה"", כי נמצא כשהוא מפורק, ללא קנה, הקת שבורה וחלקים ממנו נמצאו בכספת שבחדר השינה.","['ברטה', 'אקדח']"
HELD_WAY,"ב""כ הנאשם, עו""ד עין צבי ס""צ, טען לעניין אקדח ה""לאמה"", כי נמצא כשהוא מפורק, ללא קנה, הקת שבורה וחלקים ממנו נמצאו בכספת שבחדר השינה.",[]
STATUS_WEP,"ב""כ הנאשם, עו""ד עין צבי ס""צ, טען לעניין אקדח ה""לאמה"", כי נמצא כשהוא מפורק, ללא קנה, הקת שבורה וחלקים ממנו נמצאו בכספת שבחדר השינה.",['נשק מפורק']
OBTAIN_WAY,"ב""כ הנאשם, עו""ד עין צבי ס""צ, טען לעניין אקדח ה""לאמה"", כי נמצא כשהוא מפורק, ללא קנה, הקת שבורה וחלקים ממנו נמצאו בכספת שבחדר השינה.",['מצא']
TYPE_WEP,"עמד על היות הנאשם אספן כלי נשק, אשר רכש את שני האקדחים בשוק הפשפשים כפריטי אספנות עתיקים, שיוצרו בראשית המאה העשרים: אקדח ה""לאמה"" - בשנת 1919 ואקדח ה""ברטה"" - בשנת 1923, כשתחמושתהּ - הופסק ייצורהּ עוד בשנת 1947.","['ברטה', 'אקדח']"
OBTAIN_WAY,"עמד על היות הנאשם אספן כלי נשק, אשר רכש את שני האקדחים בשוק הפשפשים כפריטי אספנות עתיקים, שיוצרו בראשית המאה העשרים: אקדח ה""לאמה"" - בשנת 1919 ואקדח ה""ברטה"" - בשנת 1923, כשתחמושתהּ - הופסק ייצורהּ עוד בשנת 1947.","['מצא', 'רכש']"
TYPE_WEP,"תיאר כי החזקת שני האקדחים ללא רישיון וללא שהשביתם, היתה חריגה יחסית לשישה כלי נשק אחרים שהחזיק ברישיון ולתריסר נוספים שהחזיק כמושבתים, ותמך דבריו באישורים מתאימים.","['ברטה', 'אקדח']"
STATUS_WEP,"תיאר כי החזקת שני האקדחים ללא רישיון וללא שהשביתם, היתה חריגה יחסית לשישה כלי נשק אחרים שהחזיק ברישיון ולתריסר נוספים שהחזיק כמושבתים, ותמך דבריו באישורים מתאימים.",['נשק מפורק']
CONFESSION,"עמד על הודייתו, על נטילת האחריות, החרטה וההודאה בטעות, על עברו הנקי ועל התנהגותו הנורמטיבית כעולה מהתסקיר.",True
CONFESSION,"עמד על הודייתו, על נטילת האחריות, החרטה וההודאה בטעות, על עברו הנקי ועל התנהגותו הנורמטיבית כעולה מהתסקיר.",True
USE,הדגיש כי שני האקדחים אינם גנובים וכי לא נעשתה בהם פעילות עבריינית.,False
TYPE_WEP,"ציין כי בענייננו לא קיים חשש להחזקת נשק ללא רישיון או אישור השבתה בידי מי שאינו מיומן בשימוש בו, הואיל הנאשם מיומן בכך, ואף מחזיק כדין כלי ירי רבים אחרים, ברישיון או באישור כי מושבתים הם, וכל חטאו הוא ששכח להשבית או לבקש רישיון עבור שני האקדחים.","['ברטה', 'אקדח']"
STATUS_WEP,"ציין כי בענייננו לא קיים חשש להחזקת נשק ללא רישיון או אישור השבתה בידי מי שאינו מיומן בשימוש בו, הואיל הנאשם מיומן בכך, ואף מחזיק כדין כלי ירי רבים אחרים, ברישיון או באישור כי מושבתים הם, וכל חטאו הוא ששכח להשבית או לבקש רישיון עבור שני האקדחים.","['נשק מפורק', 'נשק עם כדור בקנה']"
CONFESSION,"הנאשם בדיון הביע צער וחרטה, והדגיש כי לא ראה באקדחים הישנים כלי יריה המצריכים רישיון, אלא פריטי אספנות גרידא.",True
TYPE_WEP,"ענייננו נבדל לקולא מחלק מהמקרים דלעיל, בכך שלנאשם דכאן עבר נקי, והתנהגות נורמטיבית ככלל כעולה מהתסקיר, לו רקע באיסוף ובשימוש ספורטיבי בכלי נשק כדין, התביעה הודתה כי לא ניתן לומר שבשני האקדחים נעשה שימוש למטרה פלילית, או שהם  נגנבו, הם לא הוחבאו בנסיבות מחשידות בתוך גרב תחת מיטה, ולא הותאם אליהם משתיק קול.","['ברטה', 'אקדח']"
TYPE_WEP,"לחומרה שקלתי את טיב העבירה וחומרתה, את ההחזקה שלא כדין של שני אקדחים שמישים וקטלניים, ובמיוחד את נסיבות החזקת אקדח ""ברטה"" עם מחסנית בפנים בשקית ניילון בארון המטבח, שזה ודאי אינו מקום שבשגרה מחזיק אספן את נשקיו.","['ברטה', 'אקדח']"
HELD_WAY,"לחומרה שקלתי את טיב העבירה וחומרתה, את ההחזקה שלא כדין של שני אקדחים שמישים וקטלניים, ובמיוחד את נסיבות החזקת אקדח ""ברטה"" עם מחסנית בפנים בשקית ניילון בארון המטבח, שזה ודאי אינו מקום שבשגרה מחזיק אספן את נשקיו.",[]
STATUS_WEP,"לחומרה שקלתי את טיב העבירה וחומרתה, את ההחזקה שלא כדין של שני אקדחים שמישים וקטלניים, ובמיוחד את נסיבות החזקת אקדח ""ברטה"" עם מחסנית בפנים בשקית ניילון בארון המטבח, שזה ודאי אינו מקום שבשגרה מחזיק אספן את נשקיו.","['נשק מפורק', 'נשק עם כדור בקנה']"
CONFESSION,"לקולא שקלתי את ההודיה והחיסכון בזמן שיפוטי; את החרטה ונטילת האחריות; את עברו הנקי והתנהגותו הנורמטיבית; את תנאי השחרור בערובה שלא הופרו; את העובדה כי מרבית כלי הנשק בביתו הוחזקו באישור השבתה או ברישיון; את הנסיבות האישיות – היותו מפרנס, לצד אשתו, של נער קטין; את הטענה בדבר חשש מפגיעה בעבודתו – שלא שוכנעתי בכנותה וכן לא הוכח בפניי כי לא יוכל להמשיך בה, ולו באופן חלקי, או להמשיך לעסוק במקצועו – ואת החשש מפגיעה בהמשך עיסוקו בתחביבו רב השנים בתחום כלי הירי.",True
CONFESSION,אם לא החמרתי עם הנאשם הרי זה בשל נטילת האחריות והחיסכון בזמן שיפוטי.,True
OFFENCE_NUMBER,"חוק העונשין, תשל""ז-1977: סע'  144(א)",['144 א']
OFFENCE_NUMBER,"הנאשם, איגור בן סמיון סבובסקי, יליד 1961, הורשע ביום 17.6.10 על-פי הודייתו בכתב אישום המייחס לו שתי עבירות של החזקת נשק לפי סעיף 144(א) לחוק העונשין, תשל""ז-1977.",['144 א']
OFFENCE_TYPE,"הנאשם, איגור בן סמיון סבובסקי, יליד 1961, הורשע ביום 17.6.10 על-פי הודייתו בכתב אישום המייחס לו שתי עבירות של החזקת נשק לפי סעיף 144(א) לחוק העונשין, תשל""ז-1977.",['החזקה נשק']
