text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ
"נע/7 - דו""ח כרטסת הנהלת חשבונות מעסקו של הנאשם.",0,0,1,0,0,0,0
נע/8 - דפי חשבון בנק.,0,0,1,0,0,0,0
נע/9 - חשבונית עבור רכישת ציוד צילום.,0,0,1,0,0,0,0
כן העידו עדי ההגנה הבאים לעניין העונש (יפורטו ללא שם על מנת לשמור על פרטיותם):,0,0,1,0,0,0,0
מכר של הנאשם מלימודי תורה - מכיר את הנאשם כ- 20 שנה ומודע לסיפור חייו.,0,1,0,0,0,0,0
"עת שהה הנאשם במעצר בית בבית הוריו, לימד אותו תורה והעמיק את ההיכרות עמו.",0,0,1,0,0,0,0
העיד על הקשיים שידע הנאשם עם אשתו בעת מעצר הבית בבית הוריו.,0,1,0,0,0,0,0
"הנאשם נלחם לשמור על הקן המשפחתי, למד מקצוע, מוצא זמן לשיעורי תורה, עובד על מנת לשלם חובותיו ומשקם עצמו.",0,1,0,0,0,0,0
"ראש מערכת ""פרוייקט נושרים"" של עיריית בני ברק - הנאשם הצטרף לפרויקט זה, המסייע לנערים שעזבו מסגרות.",0,1,0,0,0,0,0
"בתחילה הנאשם לא שיתף פעולה והיה מלא זעם, אך לאחר שנה החל לשתף פעולה ואף תמך בנערים אחרים ושילב אותם בפרויקט.",0,0,0,0,0,0,0
"לאחר שהפרויקט נסגר, הנאשם שמר על קשר עמו ועם מדריכי הקבוצה, ואף הזמין אותם לחתונתו, דבר המעיד על השינוי שחל בנאשם.",0,0,1,0,0,0,0
כיום הנאשם אדם בעל נתינה אשר המשיך ויזם בעצמו שיעורי ערב.,0,1,0,0,0,0,0
בתקופת הקורונה הנאשם אף  סייע לעד כשהיה בסגר ונהג להביא מזון לביתו ללא תמורה.,0,0,0,0,0,0,0
אשת הנאשם - העידה כי הנאשם הוא יד ימינה.,0,0,1,0,0,0,0
עקב בעיותיה הבריאותיות הוא מסייע לה בעבודות הבית ובגידול שלושת ילדיהם הפעוטים.,0,1,0,0,0,0,0
"הנאשם גם מסייע לחמותו, בת ה- 77 החולה המתגוררת בשכנות.",0,1,0,0,0,0,0
הנאשם הוא המפרנס היחיד ובלעדיו לא תהיה למשפחה הכנסה.,0,1,0,0,0,0,0
ביקשה שלא להרחיקו ממשפחתו.,0,0,1,0,0,0,0
אביו של הנאשם - חל בנאשם שינוי מבחינה דתית ותפקודית.,0,1,0,0,0,0,0
"כיום מסתובב בחברה טובה, מסור לילדיו ולמשפחתו.",0,1,0,0,0,0,0
מבקש שלא לקטוע את ההליך השיקומי ולא לגזור עליו מאסר בפועל.,0,0,1,0,0,0,0
כך תצמח תועלת למשפחה ולציבור בכלל.,0,0,1,0,0,0,0
"הנאשם כבן 32, נשוי ואב לשלושה פעוטות.",0,1,0,0,0,0,0
המשפחה מקיימת אורח חיים דתי.,0,1,0,0,0,0,0
הנאשם סיים 12 שנות לימוד.,0,1,0,0,0,0,0
בהיותו כבן 14 עזב את הישיבה החל להתרועע עם חברה שולית ולבצע עבירות.,0,0,0,0,0,0,0
לכן לא גוייס לצבא.,0,0,0,0,0,0,0
הנאשם גדל במשפחה חרדית המסייעת לו כיום מבחינה כלכלית ובטיפול בילדיו.,0,1,0,0,0,0,0
לאורך השנים עבד בעבודות מזדמנות.,0,1,0,0,0,0,0
מזה כשנה וחצי עובד הנאשם כעצמאי בהתקנת מצלמות אבטחה.,0,1,0,0,0,0,0
"בעברו הרשעות קודמות כמפורט לעיל, וכן צריכת סמים מסוגים שונים, כולל קשים, לאורך שנים, באופן אשר פגע במישורי חייו השונים, לרבות בתעסוקה ובחיי המשפחה.",0,1,0,0,0,0,0
עם נישואיו הפסיק הנאשם לצרוך סמים והחל לצרוך שמן קנאביס.,0,1,0,0,0,0,0
עם מעצרו הפסיק גם את השימוש בכך.,0,0,1,0,0,0,0
"שירות המבחן התרשם מהעדר גבולות פנימיים מגובשים, קיומן של עמדות המאפשרות התנהלות שולית לצורך קידום מטרותיו, התנהלות תוך דפוסי הסתרה וטשטוש המגבירה סיכון להתנהגות שולית לצד דפוסי התמכרות לסמים.",0,0,1,0,0,0,0
"מאידך גיסא, התרשם שירות המבחן, כי המעצר היווה גורם הרתעה עבורו הנאשם, כך שהסכים להשתלב בטיפול בתחום הסמים.",0,0,1,0,0,0,0
"אשר לעבירה הנוכחית, הנאשם הכחיש עיסוק בגידול הקנביס וייחס את ביצוע העבירות לאחר, שחשש למסור את שמו.",0,0,1,0,0,0,0
הנאשם התקשה להתייחס לקיומם של קשרים שוליים העומדים ברקע להסתבכותו בביצוע העבירות והתקשה בבחינת הקשר בין ביצוען לבין דפוסי השימוש שלו בסמים.,0,0,1,0,0,0,0
"במסגרת פיקוח המעצרים שולב הנאשם ביחידה לטיפול בהתמכרויות בבני ברק (בתקופה שבין 3/22 – 6/23), שם התמיד ושיתף פעולה.",0,1,0,0,0,0,0
"בדיקות שמסר נמצאו נקיות משרידי סם, הוא עבר טיפולים שונים, כגון שליטה בכעסים וכן למד בקורס להתקנת מערכות מיגון, בסיומו קיבל תעודת הסמכה, והחל לעבוד כעצמאי בתחום עד היום.",0,1,0,0,0,0,0
כיום מרגיש כי הוא מצליח לנהוג יותר באיפוק במצבי כעס ותסכול.,0,0,1,0,0,0,0
"הערכת הסיכון לעבריינות והסיכוי לשיקום  - כגורמי סיכון להישנות ביצוע העבירות, שקל שירות המבחן את עברו הפלילי, חומרת העבירות והכחשתו הגורפת את ביצוען.",0,1,1,0,0,0,0
"כן נשקלה נטייתו של הנאשם לטשטוש והסתרה, קשייו לבחון את התנהלותו באופן ביקורתי, השלכת האחריות למעשיו על גורמים חיצוניים, אורח החיים השולי וההתמכרותי לאורך שנים, הסתרת מצבו מבני משפחתו וקשייו בקבלת עזרה.",0,1,0,0,0,0,0
"כגורמי סיכוי לשיקום, שקל שירות המבחן את תפקודו התקין כיום, השתלבותו בהליך טיפולי, השתלבותו בקורסים מקצועיים, יציבותו התעסוקתית, ניקיון מסמים, מחויבותו כלפי משפחתו, המהווים עבורו גורמי תמיכה משמעותיים.",0,1,0,0,0,0,0
"בסופו של יום לא מצא שירות המבחן טעם בהמשך הקשר, ולא בא בהמלצה טיפולית שיקומית בעניינו של הנאשם, בהעדר מוטיבציה ובשלות לנאשם לערוך התבוננות ביקורתית ולהיעזר בטיפול.",0,0,1,0,0,0,0
"זאת, בין היתר, נוכח הכחשת העבירות, שלילת קיומם של קשרים שוליים ושלילת נזקקות להמשך טיפול בתחום ההתמכרויות.",0,0,1,0,0,0,0
"הסכמה בדבר חילוט הרכב - ב""כ הצדדים הגיעו להסכמה, לה ניתנה ביום 3.6.24 תוקף של החלטה, לפיה היקף חילוט הרכב יעמוד על סך 17,000 ₪ וישולם באופן הבא: 15,000 ₪ מתוך כספים שהופקדו בקופת בית המשפט ו- 2,000 ₪ נוספים ינוכו מתשלום תגמולי ביטוח על סך 48,608 ₪, שקיבל הנאשם עבור רכב שנגנב.",0,0,1,0,0,0,0
"יתרת הסכום על סך 46,608 ₪ תועבר לחשבונו של הנאשם.",0,0,1,0,0,0,0
"ב""כ המאשימה עתרה לקבוע מתחם עונש הולם שבין 42 - 65 חודשי מאסר ולהשית על הנאשם 45 חודשי מאסר בפועל, מאסר על תנאי וקנס משמעותי.",0,0,1,0,0,0,0
כן עתרה להכריז על הנאשם כסוחר סמים.,0,0,1,0,0,0,0
"הערכים המוגנים שנפגעו הם בריאות הציבור, הגנה על שלום הציבור מפני נזקים ישירים ועקיפים שנגרמים מגידול הסמים, על ההשפעות הפיזיות והנפשיות לצד הפגיעה כלכלית.",0,0,1,0,0,0,0
"בנוגע לנסיבות העבירה, עתרה ב""כ המאשימה לשקול את התכנון המוקדם, את היות התופעה מכת מדינה לשם בצע הכסף, את אורך תקופת הגידול, את היקף הציוד שנתפס בתוך המעבדה, כמו גם את כמות השתילים הגדולה, הדורשת עבודה רבה לשם תחזוקתם.",0,0,1,0,0,0,0
"נתפסו גם סמים במשקל של כ- 3 ק""ג, לאחר שנגזמו ועברו שלב נוסף בשרשרת ההפצה ו-80 מ""ל שמן קנאביס.",0,0,0,1,1,0,1
"ביחס למספר השתילים (254 שתילים במשקל של כ- 159 ק""ג) והסמים שנתפסו בסופו של יום, טענה ב""כ המאשימה, כי מדובר באחת המעבדות הגדולות ביותר במחוז תל אביב שכרגע נדונות בבית המשפט.",0,0,1,0,1,0,0
"מידת הפגיעה בערכים המוגנים נלמדת מאופי המעבדה, כמות הסם שנתפס, היקף הציוד, אופי הציוד, משך הזמן בו הפעיל הנאשם את המעבדה ומספר השתילים.",0,0,1,0,0,0,0
"המאשימה ביקשה להביא בחשבון לחומרה גם את המשך הכחשתו של הנאשם את העבירה בפני קצינת המבחן, אי נטילת אחריות ושלילת נזקקות טיפולית.",0,0,1,0,0,0,0
על כן עתרה לענישה הרתעתית והציגה פסיקה בהתאם.,0,0,1,0,0,0,0
"בנוסף עתרה לחלט את כספי המזומן בסך 27,630 ₪ שנתפסו בדירת מגורי הנאשם, היות ולא הוכח מקורם או כי התקבלו באפיק כשר.",0,0,1,0,0,0,0
"ב""כ הנאשם ביקש להסתפק בעונש מאסר לריצוי בעבודות שירות.",0,0,1,0,0,0,0
"אשר לנסיבות ביצוע העבירה, טען הסניגור שלא ידוע מתי מעבדת הסמים הוקמה, כמה זמן הייתה קיימת ומי הקים אותה, ואין להניח כי פעלה זמן רב.",0,0,1,0,0,0,0
"עוד טען, כי הכמות שנתפסה אינה גדולה באופן יחסי למעבדות סמים, וכי מהראיות עולה כי הנאשם לא פעל לבד.",0,0,1,0,0,0,0
"אשר לנסיבות האישיות, עתר הסניגור לשקול לקולא את ילדותו של הנאשם במשפחה מורכבת, כאמור בתסקיר, את ההתמכרות לסמים והגמילה מהם, את השמירה על תנאי השחרור, את דרך השיקום הארוכה והמוצלחת שעבר הנאשם, אשר כללה טיפול בשליטה בכעסים ובבעיות אישיות נוספות וכן קורס מיגון ואבטחה, שבסיומו פתח הנאשם עסק עצמאי.",0,1,0,0,0,0,0
הנאשם מפרנס עתה את אשתו ושלושת ילדיו הפעוטים שתלויים בו כלכלית.,0,1,0,0,0,0,0
עברו הפלילי ישן ולא מתחום הסמים.,0,1,0,0,0,0,0
"כאמור בתסקיר, המעצר היווה ועדיין מהווה גורם הרתעה עבור הנאשם.",0,0,1,0,0,0,0
הסניגור הפנה לטיפול המוצלח ביחידה להתמכרויות והסדנאות שעבר.,0,1,0,0,0,0,0
"על כן, קביעת שירות המבחן כאילו שלל הנאשם נזקקות טיפולית וסרב להמשך טיפול בתחום ההתמכרות, עומדת בסתירה לתהליך אותו עבר הנאשם.",0,0,1,0,0,0,0
הנאשם גם כפר באמירות אלה.,0,0,1,0,0,0,0
"בנוסף הפנה הסניגור לנזקים הכלכליים שיגרום מאסר למשפחתו הגרעינית של הנאשם, ויותיר את אשתו ושלושת ילדיו הפעוטים ללא פרנסה וללא עזרה.",0,1,0,0,0,0,0
"נוכח השיקום המשמעותי שעבר הנאשם, עתר הסניגור לסטות ממתחם העונש ההולם, ולהפנות את הנאשם לקבל חוות דעת הממונה על עבודות השירות.",0,0,1,0,0,0,0
"הוא התנגד לחילוט המזומן בסך 27,000 ₪ שנתפסו אצל הנאשם, כדי שלא לגרום חרפת רעב למשפחתו והפנה לפסיקה שבה שופטים נמנעו מחילוט על מנת לא למנוע מהמשפחה צרכים בסיסיים.",0,0,1,0,0,0,0
"הנאשם בדברו האחרון, הזכיר את ילדותו המורכבת ואת השינויים שערך בחייו.",0,0,1,0,0,0,0
"לאחר שהשתחרר מהמעצר לקח עצמו בידיים, הפסיק בבת אחת את השימוש בסמים, כל בדיקות השתן שמסר נמצאו תקינות, קיים פגישות עם העובדת הסוציאלית כל שבוע במשך שנתיים, שיתף פעולה בכל הקורסים על מנת לעלות על דרך המלך, למד מקצוע, פתח עסק עצמאי, ואפילו העסיק שני עובדים שנשלחו אליו דרך העובדת הסוציאלית.",0,1,0,0,0,0,0
"כיום הוא מנהל חיים נורמטיביים, ללא קשר לפלילים.",0,1,1,0,0,0,0
"הנאשם עתר לקבל הזדמנות ולהתחשב בדרך שעבר, בצומת הדרכים שנמצא בו ובילדיו שקשורים אליו.",0,0,1,0,0,0,0
"הערכים המוגנים שנפגעו מביצוע העבירות, הם שלום הציבור ובריאות המשתמשים לרבות חשיפה לנזקים פיזיים ונפשיים של צרכני הסמים.",0,0,1,0,0,0,0
"על כך נוספים הנזקים הכלכליים והחברתיים הישירים והעקיפים הנגרמים לכלל הציבור, עקב הסחר והשימוש בסמים.",0,0,1,0,0,0,0
"מידת הפגיעה בערכים המוגנים- מדובר במעבדה שהוקמה למטרת גידול סם מסוג קנבוס, בה נמצאו 254 עציצים ובהם סם מסוג קנבוס במשקל כולל של 159.56 ק""ג נטו ושני שקים ובהם 3,066.57 גרם קנבוס.",0,0,0,1,1,0,1
"כן נמצאו בדירה בה התגורר הנאשם 8 בקבוקי זכוכית ובכל אחד מהם 80 מ""ל נוזל המכיל סם מסוג קנבוס.",0,0,0,1,1,0,1
"המעבדה היתה מצוידת בציוד לגידול הסם, בין היתר גופי תאורה, מערכות אוורור והשקיה, אדניות וחומרי דישון, כמפורט בהכרעת הדין.",0,0,1,0,0,0,1
"בשים לב לאופי המעבדה, למיקום בו הוקמה והיקף הגידול- מידת הפגיעה בערכים המוגנים בינונית.",0,0,1,0,0,0,0
נסיבות הקשורות בביצוע העבירות:,0,0,1,0,0,0,0
"חלקו של הנאשם בביצוע העבירות - הנאשם הוא העבריין היחיד, על כן חלקו בביצוע העבירות הוא מלא ובלעדי.",0,0,0,0,0,0,0
"יתכן שהיו לנאשם שותף או שותפים, נוכח העובדה שנגנב ציוד מהמעבדה אחרי החיפוש.",0,0,0,0,0,0,0
"אלא שהנאשם מילא פיו מים בעניין זה, ולכן המצב המשפטי הוא שהנאשם עומד לדין לבדו.",0,0,1,0,0,0,0
"התכנון שקדם לביצוע העבירות - הנאשם שכר שתי דירות גן, כאשר את הדירה הצפונית שכר על מנת שתשמש כמעבדה לגידול סמים, צייד את הדירה והחזיק בה ציוד רב וכלים לצורך גידול הסם.",0,0,0,0,0,1,1
"כאמור בהכרעת הדין, הנאשם שילם עבור שתי דירות הגן לבעל הבית במזומן והתנהלותו מלמדת כי מדובר בתכנית סדורה לשם הוצאה לפועל של התוכנית העבריינית.",0,0,1,0,0,0,0
"שקלתי כי הנאשם בגיר, מודע לטיב מעשיו, לחומרה הרבה הטמונה בהם וכי העבירות בוצעו כדי להפיק רווח כלכלי.",0,0,0,0,0,0,0
"בית המשפט העליון דחה את בקשת רשות הערעור ואמר בין היתר את הדברים הבאים: ""במקרה דנן, מצאו הערכאות הקודמות להתחשב בשיקולי השיקום בעניינו של המבקש, כמו גם בנסיבותיו האישיות המיוחדות, אך לא סברו, בצדק, כי החריגה ממתחם הענישה שנקבע בעניינו, מובילה לפטור מלא מעונש של מאסר לריצוי בפועל.",0,0,1,0,0,0,0
"כאמור, אף אני סבור כי אין בהליך השיקומי המוצלח בו מצוי המבקש, כדי להצדיק סטייה לקולה ממתחם הענישה, עד כדי ביטול עונש המאסר לריצוי בפועל שהושת עליו, להבדיל מהתחשבות בשיקול זה לצורך הקלה במשך תקופת המאסר, כפי שאכן נעשה.",0,0,1,0,0,0,0
"בשים לב לערכים המוגנים שנפגעו, מידת הפגיעה בהם, הנסיבות הקשורות בביצוע העבירות, בין היתר כמות השתילים ומשקל הסם וכן במדיניות הענישה הנוהגת, מתחם העונש ההולם נע בין 26- 48 חודשי מאסר.",0,0,1,0,0,0,0
"כאמור בסעיף 40יא לחוק העונשין, נתתי דעתי לנסיבות הבאות: אי לקיחת האחריות לאורך כל ההליך והעדר החרטה.",0,0,1,0,0,0,0
"הגם שאין לזקוף לחובתו של הנאשם את כפירתו באשמה ואת העובדה שבחר לנהל את משפטו, כאמור בסעיף 40יא(6) לחוק העונשין, אין הוא זכאי להקלה בעונש השמורה לנאשם שמודה, נוטל אחריות ומביע חרטה על מעשיו ובכך חוסך זמן שיפוטי יקר.",0,0,1,0,0,0,0
"כן שקלתי את עברו הפלילי, הגם שמדובר בעבר שאינו בעבירות סמים והוא ישן ביותר.",0,1,0,0,0,0,0
"לקולה שקלתי את נסיבותיו חייו הקשות של הנאשם, הפגיעה של העונש בנאשם, במשפחתו, בילדיו הקטינים התלויים בו כמפרנס יחיד.",0,1,0,0,0,0,0
"כמו כן, נתתי את דעתי גם למאמצי הנאשם לגמילה מסמים, שיתוף הפעולה עם היחידה להתמכרויות, מסירת בדיקות נקיות משרידי סם, והשתלבותו בקורסים מקצועיים ובעבודה מסודרת ויציבה.",0,1,0,0,0,0,0
חריגה ממתחם העונש ההולם,0,0,1,0,0,0,0
אני סבורה כי הנאשם עבר הליך שיקום מרשים ביותר.,0,1,0,0,0,0,0
"מדובר באדם שהיה מכור לסמים קשים, אשר מצא פרנסתו בין היתר בעבירות פליליות וניהל אורח חיים שולי.",0,1,0,0,0,0,0
"מאז המעצר, וכלל הנראה גם נוכח חזרתו בתשובה ובניית המשפחה, עבר הנאשם שינוי משמעותי בחייו.",0,1,0,0,0,0,0
"הוא נגמל מסמים, ולאורך תקופה של קרוב לשנה וחצי נתן בדיקות שתן נקיות משרידי סם.",0,1,0,0,0,0,0
"במהלך תקופה זו הוא עבר קורסים להעצמה אישית, כגון שליטה בכעסים, התנהלות כלכלית וכד', למד את מקצוע התקנת המצלמות, פתח עסק והחל לעבוד בו.",0,1,0,0,0,0,0
איני מתעלמת מהעובדה שהנאשם לא הודה בעבירות וגם לא קיבל עליו אחריות לאחר ההרשעה בפני שירות המבחן.,0,0,1,0,0,0,0
"גם איני מתעלמת מהעובדה ששלל נזקקות טיפולית, ולכן לא נבנתה לו תוכנית המשך.",0,0,1,0,0,0,0
"אלא שאמירותיו השוללות אחריות, אינן יכולות לאיין את מעשיו ואת הדרך השיקומית המרשימה שעבר, אשר מצדיקה לטעמי חריגה משמעותית ממתחם העונש ההולם.",0,0,1,0,0,0,0
"על כן, בשים לב לצורך בענישה מחמירה ומרתיעה בעבירות מסוג זה והשמירה על האינטרס הציבורי, ומנגד הדרך השיקומית אותה עבר הנאשם, החלטתי לסטות ממתחם העונש ההולם באופן שהנאשם ירצה עונש של מאסר בפועל, אך לתקופה קצרה יותר מהרף התחתון של מתחם העונש ההולם.",0,0,1,0,0,0,0
"אשר לטענות הסנגור ביחס להתנהלות הבלשים עובר ל- 2 בנובמבר 2021- כאמור בהכרעת הדין דחיתי את טענותיו באשר ל""פגמים המביאים לפסילת הראיה"" (סעיפים 39- 48 להכרעת הדין).",0,0,1,0,0,0,0
"לכן, טענותיו בדבר השלכות התנהלות הבלשים על גזירת העונש אינן רלוונטיות לענייננו.",0,0,1,0,0,0,0
"בסעיף 20 להכרעת הדין, דנתי בטענת הנאשם כי הכסף המזומן שנתפס בביתו מקורו בהחזר הלוואה שנתן אביה של אשתו.",0,0,1,0,0,0,0
"דחיתי אותה, מהטעמים המפורטים שם.",0,0,1,0,0,0,0
"על כן, לא עלה בידי הנאשם להפריך את החזקה בדבר מקור הכספים.",0,0,1,0,0,0,0
"משכך, נותרת על כנה החזקה כי הכסף המזומן שנמצא בחזקת הנאשם הוא רכוש שהושג בעסקת סמים.",0,0,1,0,0,0,0
אשר על כן אני מכריזה על הנאשם כסוחר סמים.,0,0,1,0,0,0,0
"18 חודשי מאסר לריצוי בפועל, מהם תנוכה התקופה בה שהה הנאשם במעצר.",1,0,0,0,0,0,0
"9 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור עבירה על פקודת הסמים בה הורשע.",1,0,0,0,0,0,0
"מורה על חילוט סך 17,000 ₪, כאמור בהחלטה מיום 3.6.2024.",0,0,1,0,0,0,0
"כן יחולט הכסף המזומן בסך 27,630 ₪ שנמצא בבית הנאשם.",0,0,1,0,0,0,0
"בשים לב לסכום החילוט ולמצבו הכלכלי של הנאשם, לא מצאתי לנכון להשית עליו קנס כספי.",0,0,1,0,0,0,0
זכות ערעור תוך 45 יום מהיום.,0,0,1,0,0,0,0
"ניתן היום,  כ""ה סיוון תשפ""ד, 01 יולי 2024, במעמד הצדדים.",0,0,1,0,0,0,0
5129371,0,0,1,0,0,0,0
