feature_key,text,extraction
CIR_USE,"הענישה הנוהגת היא החמרה יתרה כאשר מדובר בירי שבוצע טמון פוטנציאל סיכון חיים גבוה יותר, נתון הנגזר מסביבת ביצוע הירי, ומכלל הנסיבות הנוגעות בדבר.",['ירי']
CIR_USE,"בכל הנוגע לירי מנשק חם בצוותא חדא עם אחר - לפי העובדות בהן הודה הנאשם, ביום 23/4/23 סמך לשעה 02:00 לפנות בוקר, נהג הנאשם ברכב שאדם נוסף יושב במושב הקדמי לידו.",['ירי']
CIR_USE,"בהמשך הדברים, בעוד השניים נוסעים ברכב, בסמוך לכניסה לשכונת החיילים המשוחררים בישוב כיסרא-סמיע, ירו הנאשם והאחר באוויר בצוותא, בשתי הזדמנויות, תחילה לפחות כדור אחד באוויר בכניסה לשכונת מגורים, ובהמשך הנסיעה, במרחק של עשרות מטרים נוספים משם, ירו שוב השניים, לפחות 22 כדורים.","['ירי', 'ניסיון לירי']"
CIR_USE,"טוען הסניגור המלומד, כי הירי בוצע לפי החלופה המקלה שבחוק, וככל הנראה ע""י אותו אחר  שהיה יחד עם הנאשם (אשר לא נתפס ולא הועמד לדין), ומכאן שנסיבות ביצוע העבירה, הן מקלות.",['ירי']
CIR_USE,"אציין, כי הכדורים תואמים לנשק הארוך הנ""ל ממנו בוצע הירי, ולגבי הרימונים והנשק, מדובר בשני רימוני מדוכה פולטי גז, שבכוחם להזיק לאדם בעת פעולתם, המהווים ""נשק"" כהגדרתו בחוק.",['ירי']
CIR_USE,"בהינתן מכלול המעשים של הנאשם, הירי מהנשק החם בשתי הזדמנויות, המספר הרב יחסית של כדורים (22 יריות) מנשק ארוך, אזור הירי, החזקה נשיאה והובלת שני רימוני גז, מחסנית ותחמושת של הנשק הארוך, והחזקת הסכין, מתחם העונש ההולם בנדוננו נע בין 26-52 חודשי מאסר בפועל.",['ירי']
CIR_USE,"הנאשם ביצע ירי מהנשק הארוך בצוותא חדא עם האחר, בשתי הזדמנויות, בשטח בנוי, סמוך לכניסה לשכונת מגורים, ירי של לפחות 23 כדורים באוויר, ירי אחד סמוך לשכונה ו-22 יריות עשרות מטרים משם מיד לאחר מכן.","['ירי', 'ניסיון לירי']"
CONFESSION,הנאשם הורשע על יסוד הודאתו בביצוע העבירות המיוחסות לו בכתב האישום המתוקן כדלקמן:,['כן']
CONFESSION,"אשר למיקום העונש במתחם, נטען כי בהינתן העדר עבר פלילי, הודאתו של הנאשם וקבלת אחריות על המעשים, יש למקם את העונש ברף התחתון של מתחם הענישה המוצע, לצד מאסר על תנאי משמעותי וקנס כספי.",['כן']
CONFESSION,"צוין, כי הנאשם הודה בביצוע ירי בשטח בנוי, מדובר בחלופה מקלה, שבוצעה בצוותא עם אחר.",['לא']
CONFESSION,"עוד הודגש, כי מדובר בנאשם אשר קיבל אחריות מלאה על כל המעשים, ביקש להודות ולשלם את המחיר על מעשיו, הוא נעדר הרשעות קודמות.",['כן']
CONFESSION,"בכל הנוגע לירי מנשק חם בצוותא חדא עם אחר - לפי העובדות בהן הודה הנאשם, ביום 23/4/23 סמך לשעה 02:00 לפנות בוקר, נהג הנאשם ברכב שאדם נוסף יושב במושב הקדמי לידו.",['כן']
CONFESSION,"הנאשם הודה וחסך מזמנו של בית-המשפט, הביע חרטה על מעשיו.",['כן']
CONFESSION,"אולם, בהינתן שמדובר בנאשם ללא עבר פלילי, שזוהי לו הסתבכותו הראשונה עם החוק, וכן ההודאה והחסכון בזמן שיפוטי יקר, נמצא שלא למצות עם הנאשם את מלוא חומר הדין, ולמקם את עונשו בתחתית המתחם.",['כן']
PUNISHMENT_ACTUAL,26  חודשי מאסר בפועל מיום מעצרו ב-23/4/24;,['26 חודשי מאסר בפועל']
PUNISHMENT_SUSPENDED,9 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו שלא יעבור כל עבירת נשק מסוג פשע;,['9 חודשי מאסר על תנאי']
PUNISHMENT_SUSPENDED,"6 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו, שלא יעבור כל עבירת נשק מסוג עוון;",['6 חודשי מאסר על תנאי']
