,case,text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,RESPO,REGRET,CIR_USE,CIR_TYPE_WEP,CIR_STATUS_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_OBTAIN_WAY_WEP,CIR_MONEY_PAID_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,_HELD_WAY_WEP
15,m08050014-189,"אך בנס לא נפגע מי מהנוכחים באירוע היריות, לרבות חפים מפשע.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,m08050014-189,"מהראיות שנשמעו בתיק מבקשת היא להסיק, כי גם הסובבים את הנאשם רואים בו אדם מסוכן שיש להרגיעו.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,m08050014-189,תסקיר שירות המבחן בעניינו אינו חיובי.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,m08050014-189,עולה ממנו שההליכים המשפטיים אינם מרתיעים אותו וכי הוא הפנים דפוסי התנהגות עברייניים.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,m08050014-189,הנאשם שתק בחקירתו ובמהלך ניהול התיק ולא העיד אף בבית המשפט.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,m08050014-189,כמו כן לא הביע חרטה ואף בפני שירות המבחן לא הודה במיוחס לו.,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,m08050014-189,"את העבירה ביצע בהיותו כבן 17, אך במקרה שלו האפיק השיקומי אינו ראוי לאור תסקיר שירות המבחן ומשכך הענישה צריכה להיות הרתעתית ולשקף את מלוא חומרת העבירות.",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,m08050014-189,"ב""כ המאשימה הגישה אסופת פסיקה ממנה היא מבקשת ללמוד את רף הענישה בנסיבות האמורות אשר צריך להתבטא לשיטתה במאסר ממושך, מאסר על תנאי וקנס.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,m08050014-189,"ב""כ הנאשם מצידו הדגיש כי הנאשם לא הורשע בחבלה, אלא בניסיון חבלה בלבד.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,m08050014-189,"לטענתו, הירי נועד רק לזרוע פחד, מבלי שליוותה את ביצועו כוונת פגיעה.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
25,m08050014-189,"בכך הוא מאבחן את המקרה דנן מפסקי הדין שהציגה ב""כ המאשימה, שם נורו יריות בכוונה לפגוע ובאחד המקרים נוספו גם דקירות סכין.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
26,m08050014-189,"מכל מקום, המתלונן נפגע מן הירי בעוד שבמקרה דנן הדגש הוא על הנתון כי איש לא נפגע.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
27,m08050014-189,"עוד נתן משקל לגילו הצעיר של הנאשם ולעובדה שהמאסר בן חצי השנה שריצה הנאשם היה בגין עבירה מאוחרת יותר ובמקרים כאלה לטענתו יש מקום לחפוף את העונש ואילו שבמקרה זה, הנאשם נעצר ביום בו יצא ממאסרו.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,m08050014-189,"לטענתו, על בית המשפט להתחשב בכך שמדובר בקטין, אשר דינו שונה מדין בגיר ועל כן ההתייחסות אליו צריכה להיות שונה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,m08050014-189,עוד הפנה לאסופת פסיקה שמצביעה על עונשים שהתחשבו בנסיבותיהם של הנאשמים אף כשהורשעו בעבירת חבלה חמורה בנסיבות מחמירות וכן הצביע על פסיקה הנוגעת למאסרים שאינם ממושכים ועל מאסר לריצוי בעבודות שירות.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,m08050014-189,"מאחר והנאשם עצור כבר תקופה שמעל שנה וחצי, ללא חופשות, בתנאי מעצר קשים, בהפרדה ארצית בכלא ""רימונים"", סבור בא כוחו שניתן להסתפק בתקופת המעצר בהנחה שהנאשם זכאי לניכוי שליש.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,m08050014-189,"הוא גם ציין כי למרות שהנאשם עובר תקופה קשה בכלא, הוא לא הסתבך, הוא אסיר ללא בעיות ומכאן ניתן ללמוד כי הנאשם למד מתקופת השהייה בכלא והפיק את לקחו ועל כן אין לגזור עליו מאסר מעבר למה שכבר ריצה.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,m08050014-189,אין ספק כי העבירות שביצע הנאשם הן עבירות קשות ומסוכנות.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,m08050014-189,"לא מדובר רק בנשיאת נשק תיאורטית בלבד, אלא שהנאשם גם מימש בפועל את פוטנציאל הסיכון הטמון בכלי נשק בכך שירה בהיותו באזור מגורים באדם אשר היה לו דין ודברים איתו וזאת למרות נוכחותה של חבורת אנשים שכלל לא היו מעורבים באירועים בגינם הנאשם איים וירה במתלונן.",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
34,m08050014-189,די היה לשמוע במהלך הראיות את עדותו של עד אשר כדור עבר ליד גופו ותיאר את תחושת הסכנה והאימה שחווה.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
35,m08050014-189,"תסקיר שירות המבחן אשר בחן את עניינו של הקטין מדבר בנאשם אשר מוכר לשירות המבחן לנוער ואכן גליון ההרשעות שלו מלמד על עבר עשיר, כאשר ניכרת הסלמה בעבירות ובהתאם לכך בגישה העונשית.",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,m08050014-189,"יצוין, שבעברו של הנאשם כבר יש עבירות של החזקת מחסניות אקדח וכדורי אקדח וכן החזקת סם – הירואין שלא לצריכה עצמית בנוסף לעבירות רכוש וכן עבירות תעבורה.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,m08050014-189,"חרף הגישה הטיפולית של בית המשפט לנוער, הנאשם לא למד את הלקח ולא חדל מהדרך העבריינית.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,m08050014-189,מסתבר גם שניסיון טיפולי וניסיון להושיט עזרה לנאשם בעבר נכשל והוא חדל לשתף פעולה עם שירות המבחן בזמנו והמשיך לבצע עבירות.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,m08050014-189,"לאור התסקיר ולאור עברו של הנאשם נראה לי שבשלב בו הוא נמצא כיום הנאשם זקוק לעונש מרתיע, אשר ילמד אותו להכיר בגבולות החוק והנורמות החברתיות.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,m08050014-189,"בנסיבות העניין נסוג ההיבט הטיפולי בעניינו בפני האינטרס החברתי להגן על הציבור הרחב מפניו, ובמיוחד בהינתן העבירות בהן הורשע, אשר פוטנציאל הפגיעה הפיסית שבהן גבוה.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,m08050014-189,"אשר לפסיקה שהתחשבה בנסיבות האינדיבידואליות של הנאשמים, כאמור אין ברקע ובנסיבות של הנאשם כדי להצביע על שיקולים משמעותיים לקולא.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,m08050014-189,אשר על כן אני גוזרת על הנאשם את העונשים הבאים:,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,m08050014-189,מאסר בפועל למשך 30  חודשים שיימנו מיום מעצרו ה-14.9.08.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,m08050014-189,"24 חודשי מאסר על תנאי, כאשר התנאי הוא שבמשך שלוש שנים מיום שחרורו ממאסר לא יעבור הנאשם עבירות של ניסיון לחבלה בכוונה מחמירה, נשיאת נשק, ואיומים.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,m08050014-189,"שנה מאסר על תנאי, כאשר התנאי הוא שלא יעבור תוך שנתיים מיום שחרורו ממאסר עבירת יריות באזור מגורים.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,m08050014-189,"קנס כספי בסך 3,000 ₪ או 45 יום מאסר תמורתו.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,m08050014-189,התשלום תוך 30 יום מהיום.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,m08050014-189,זכות הערעור לבית המשפט העליון תוך 45 יום.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,m08050014-189,"5467831354678313ניתן היום, ב' בחשון, תש""ע (20 באוקטובר 2009), במעמד הנאשם וב""כ הצדדים.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,m08050014-189,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,m08050014-189,"הודעה למנויים על עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו - הקש כאן",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
